# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003741.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003741.1.all.q/CM03_F_S_S5/counts.txt" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_F_plus_R.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_WO.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_F_plus_R.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_WO.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted.bam
Tb927.11.7080	Tb927_11_v5.1	1988134	1989624	-	1491	1139	947	192	2225
Tb927.11.7090	Tb927_11_v5.1	1989722	1990224	-	503	13	2	11	13
Tb927.11.7100	Tb927_11_v5.1	1990938	1991755	-	818	489	282	207	1736
Tb927.11.7110	Tb927_11_v5.1	1991855	1993679	-	1825	1792	1470	322	5726
Tb927.11.7120	Tb927_11_v5.1	1994427	1997478	-	3052	1432	1159	273	2909
Tb927.11.7130	Tb927_11_v5.1	1997772	1999901	-	2130	1057	949	108	2755
Tb927.11.7140	Tb927_11_v5.1	2000657	2001743	-	1087	445	406	39	847
Tb927.11.7150	Tb927_11_v5.1	2001879	2003018	-	1140	1208	890	318	2533
Tb927.11.7160	Tb927_11_v5.1	2004513	2005725	-	1213	295	223	72	1044
Tb927.11.7170	Tb927_11_v5.1	2005880	2007821	-	1942	710	575	135	1398
Tb927.11.7180	Tb927_11_v5.1	2007966	2010078	-	2113	1326	868	458	2446
Tb927.11.7190	Tb927_11_v5.1	2010224	2011012	-	789	550	443	107	1076
Tb927.11.7200	Tb927_11_v5.1	2011139	2013079	-	1941	1484	1249	235	3421
Tb927.11.7210	Tb927_11_v5.1	2013214	2017168	-	3955	788	455	333	1578
Tb927.11.7211	Tb927_11_v5.1	2017365	2021265	-	3901	639	476	163	873
Tb927.11.7212	Tb927_11_v5.1	2021499	2022422	-	924	245	202	43	312
Tb927.11.7213	Tb927_11_v5.1	2022555	2023880	-	1326	416	342	74	898
Tb11.02.5090	Tb927_11_v5.1	2027797	2028567	+	771	33	32	1	128
Tb927.11.7214	Tb927_11_v5.1	2028726	2030411	+	1686	128	111	17	330
Tb11.02.5105	Tb927_11_v5.1	2030528	2030971	+	444	292	264	28	406
Tb927.11.7216	Tb927_11_v5.1	2031383	2032828	+	1446	26	22	4	100
Tb927.11.7218	Tb927_11_v5.1	2032932	2035792	+	2861	282	242	40	1546
Tb927.11.7220	Tb927_11_v5.1	2036034	2045179	+	9146	2300	1732	568	5472
Tb927.11.7230	Tb927_11_v5.1	2045691	2046594	+	904	193	102	91	10077
Tb927.11.7240	Tb927_11_v5.1	2047806	2049337	+	1532	50	49	1	473
Tb927.11.7250	Tb927_11_v5.1	2049668	2051268	+	1601	889	810	79	1420
Tb927.11.7260	Tb927_11_v5.1	2052614	2052875	+	262	28	15	13	29
Tb927.11.7270	Tb927_11_v5.1	2053230	2054265	+	1036	177	154	23	367
Tb927.11.7280	Tb927_11_v5.1	2054564	2054986	+	423	40	34	6	41
Tb927.11.7290	Tb927_11_v5.1	2055744	2060272	+	4529	1289	1072	217	2326
Tb927.11.7300	Tb927_11_v5.1	2061635	2063352	+	1718	414	306	108	2106
Tb927.11.7310	Tb927_11_v5.1	2064254	2065196	+	943	705	490	215	2231
Tb927.11.7320	Tb927_11_v5.1	2065330	2067440	+	2111	373	340	33	1164
Tb927.11.7330	Tb927_11_v5.1	2067598	2068435	+	838	14	9	5	14
Tb927.11.7340	Tb927_11_v5.1	2068829	2071339	+	2511	1637	1067	570	3394
Tb927.11.7350	Tb927_11_v5.1	2071463	2072408	+	946	52	44	8	58
Tb927.11.7360	Tb927_11_v5.1	2073064	2073984	+	921	464	414	50	1830
Tb927.11.7370	Tb927_11_v5.1	2074602	2075843	+	1242	1130	581	549	3189
Tb927.11.7380	Tb927_11_v5.1	2077790	2081059	+	3270	314	297	17	1883
Tb927.11.7390	Tb927_11_v5.1	2081516	2083281	+	1766	480	424	56	577
Tb927.11.7400	Tb927_11_v5.1	2083435	2086713	+	3279	437	364	73	1969
Tb927.11.7410	Tb927_11_v5.1	2087773	2089828	+	2056	693	544	149	3858
Tb927.11.7420	Tb927_11_v5.1	2090733	2091991	+	1259	673	600	73	970
Tb927.11.7430	Tb927_11_v5.1	2092127	2092688	+	562	243	208	35	706
Tb927.11.7440	Tb927_11_v5.1	2092904	2093490	+	587	274	227	47	4464
Tb927.11.7450	Tb927_11_v5.1	2093827	2096147	+	2321	553	407	146	819
Tb11.02.5360	Tb927_11_v5.1	2096313	2097920	+	1608	531	442	89	840
Tb11.02.5370	Tb927_11_v5.1	2097609	2099407	+	1799	380	321	59	2086
Tb11.02.5380	Tb927_11_v5.1	2099504	2102422	+	2919	315	265	50	974
Tb11.02.5390	Tb927_11_v5.1	2102759	2106050	+	3292	730	635	95	1398
Tb11.02.5400	Tb927_11_v5.1	2106628	2107839	+	1212	402	285	117	623
Tb11.NT.94	Tb927_11_v5.1	2108645	2108854	+	210	17	17	0	85
Tb11.02.5410	Tb927_11_v5.1	2109004	2109898	+	895	15	12	3	260
Tb11.02.5420	Tb927_11_v5.1	2110579	2112772	-	2194	781	561	220	1610
Tb11.02.5430	Tb927_11_v5.1	2114083	2115378	-	1296	612	450	162	1273
Tb11.02.5440	Tb927_11_v5.1	2115792	2117437	-	1646	919	615	304	1661
Tb927.11.7460	Tb927_11_v5.1	2117594	2119854	-	2261	265	230	35	1695
Tb927.11.7470	Tb927_11_v5.1	2120125	2120948	-	824	328	270	58	1351
Tb927.11.7475	Tb927_11_v5.1	2121058	2121515	-	458	384	323	61	820
Tb927.11.7480	Tb927_11_v5.1;Tb927_11_v5.1	2121871;2121871	2122470;2122629	-;-	759	91	64	27	105
Tb11.NT.96	Tb927_11_v5.1	2122623	2123153	-	531	165	146	19	192
Tb927.11.7490	Tb927_11_v5.1	2123289	2124033	-	745	474	384	90	1312
Tb11.NT.97	Tb927_11_v5.1	2124146	2124339	-	194	115	103	12	155
Tb927.11.7500	Tb927_11_v5.1	2124475	2125219	-	745	321	278	43	508
Tb927.11.7510	Tb927_11_v5.1	2125462	2128144	-	2683	283	242	41	2245
Tb927.11.7520	Tb927_11_v5.1	2128967	2130203	-	1237	305	256	49	2094
Tb927.11.7530	Tb927_11_v5.1	2130769	2133604	-	2836	915	844	71	1985
Tb927.11.7540	Tb927_11_v5.1	2134643	2135806	-	1164	425	355	70	2103
Tb927.11.7550	Tb927_11_v5.1	2136096	2137199	-	1104	637	597	40	2987
Tb927.11.7560	Tb927_11_v5.1	2137743	2140729	-	2987	1068	940	128	1873
Tb927.11.7570	Tb927_11_v5.1	2142734	2145119	-	2386	1579	1079	500	5833
Tb927.11.7580	Tb927_11_v5.1	2145922	2148285	-	2364	688	467	221	1389
Tb927.11.7590	Tb927_11_v5.1	2148460	2151769	-	3310	1116	995	121	4911
Tb927.11.7600	Tb927_11_v5.1	2151923	2154117	-	2195	114	71	43	339
Tb927.11.7610	Tb927_11_v5.1	2154756	2155932	-	1177	1843	1383	460	4355
Tb927.11.7620	Tb927_11_v5.1	2156502	2159741	-	3240	830	740	90	3540
Tb927.11.7630	Tb927_11_v5.1	2160069	2163799	-	3731	367	313	54	1235
Tb927.11.7640	Tb927_11_v5.1	2164825	2167525	-	2701	366	305	61	661
Tb927.11.7650	Tb927_11_v5.1	2167840	2169608	-	1769	334	273	61	581
Tb927.11.7660	Tb927_11_v5.1	2170155	2171886	-	1732	407	241	166	779
Tb927.11.7670	Tb927_11_v5.1	2172067	2173813	-	1747	223	163	60	466
Tb927.11.7675	Tb927_11_v5.1	2174089	2174456	-	368	0	0	0	0
Tb927.11.7680	Tb927_11_v5.1	2174807	2176617	-	1811	1228	986	242	2383
Tb927.11.7685	Tb927_11_v5.1	2176682	2177298	-	617	3	0	3	3
Tb927.11.7690	Tb927_11_v5.1	2177554	2180476	-	2923	811	611	200	1476
Tb927.11.7695	Tb927_11_v5.1	2181245	2182170	-	926	210	194	16	408
Tb927.11.7700	Tb927_11_v5.1	2182549	2183988	-	1440	152	122	30	525
Tb927.11.7702	Tb927_11_v5.1	2184542	2185105	-	564	7	5	2	7
Tb927.11.7705	Tb927_11_v5.1	2185275	2185927	-	653	9	8	1	24
Tb927.11.7707	Tb927_11_v5.1	2186473	2187007	-	535	6	1	5	6
Tb927.11.7710	Tb927_11_v5.1	2188019	2189772	-	1754	469	418	51	686
Tb927.11.7720	Tb927_11_v5.1	2190755	2192575	-	1821	625	385	240	752
Tb927.11.7740	Tb927_11_v5.1	2193241	2193745	-	505	179	163	16	242
Tb927.11.7750	Tb927_11_v5.1	2194738	2196482	-	1745	2996	2577	419	13529
Tb927.11.7760	Tb927_11_v5.1	2197311	2199392	-	2082	363	286	77	1293
Tb927.11.7770	Tb927_11_v5.1	2200716	2203331	-	2616	1129	868	261	3586
Tb927.11.7780	Tb927_11_v5.1	2203448	2205418	-	1971	558	376	182	1553
Tb927.11.7790	Tb927_11_v5.1	2205552	2206680	-	1129	93	72	21	132
Tb927.11.7800	Tb927_11_v5.1	2206985	2208917	-	1933	800	670	130	6805
Tb927.11.7810	Tb927_11_v5.1	2209804	2211235	-	1432	137	103	34	157
Tb927.11.7820	Tb927_11_v5.1	2211824	2217767	-	5944	2734	2074	660	9980
Tb927.11.7830	Tb927_11_v5.1	2218356	2219329	-	974	1423	882	541	5300
Tb927.11.7840	Tb927_11_v5.1	2220207	2223050	-	2844	171	138	33	766
Tb927.11.7850	Tb927_11_v5.1	2223758	2224586	-	829	701	460	241	858
Tb927.11.7860	Tb927_11_v5.1	2224770	2228948	-	4179	2627	2009	618	4340
Tb927.11.7870	Tb927_11_v5.1	2229236	2231329	-	2094	875	760	115	2733
Tb927.11.7880	Tb927_11_v5.1	2231534	2232434	-	901	388	347	41	763
Tb927.11.7890	Tb927_11_v5.1	2232661	2234702	-	2042	1060	941	119	2778
Tb927.11.7900	Tb927_11_v5.1	2234814	2235981	-	1168	729	450	279	1290
Tb927.11.7910	Tb927_11_v5.1	2236116	2236751	-	636	209	112	97	336
Tb927.11.7920	Tb927_11_v5.1	2236781	2238171	-	1391	1062	979	83	2123
Tb927.11.7930	Tb927_11_v5.1	2238419	2238872	-	454	23	22	1	533
Tb927.11.7940	Tb927_11_v5.1	2239089	2239584	-	496	49	39	10	51
Tb927.11.7950	Tb927_11_v5.1	2240686	2242550	-	1865	493	276	217	700
Tb927.11.7960	Tb927_11_v5.1	2242754	2244401	-	1648	1461	1192	269	4323
Tb927.11.7970	Tb927_11_v5.1	2244598	2245624	-	1027	801	650	151	2815
Tb927.11.7980	Tb927_11_v5.1	2247400	2247932	+	533	67	37	30	187
Tb927.11.7990	Tb927_11_v5.1	2247996	2251256	+	3261	1180	935	245	2411
Tb927.11.8000	Tb927_11_v5.1	2251912	2253551	+	1640	818	668	150	2435
Tb927.11.8010	Tb927_11_v5.1	2254011	2256307	+	2297	743	684	59	1376
Tb927.11.8020	Tb927_11_v5.1	2256566	2257188	+	623	372	281	91	540
Tb927.11.8030	Tb927_11_v5.1	2257324	2258793	+	1470	1060	565	495	2451
Tb11.NT.99	Tb927_11_v5.1	2258899	2259520	+	622	157	104	53	365
Tb927.11.8040	Tb927_11_v5.1	2259626	2260228	+	603	70	40	30	235
Tb927.11.8050	Tb927_11_v5.1	2260391	2262305	+	1915	1029	955	74	3713
Tb927.11.8060	Tb927_11_v5.1	2262437	2264187	+	1751	582	487	95	2565
Tb927.11.8070	Tb927_11_v5.1	2264780	2265478	+	699	944	735	209	2005
Tb927.11.8080	Tb927_11_v5.1	2265824	2266741	+	918	503	345	158	890
Tb927.11.8090	Tb927_11_v5.1	2267436	2271705	+	4270	2860	2064	796	8576
Tb927.11.8100	Tb927_11_v5.1	2271855	2272613	+	759	455	345	110	604
Tb927.11.8110	Tb927_11_v5.1	2272733	2273982	+	1250	521	411	110	1012
Tb927.11.8120	Tb927_11_v5.1	2274125	2275487	+	1363	918	802	116	2124
Tb927.11.8130	Tb927_11_v5.1	2275607	2275843	+	237	444	287	157	937
Tb927.11.8140	Tb927_11_v5.1	2276741	2277562	+	822	534	501	33	1861
Tb927.11.8150	Tb927_11_v5.1	2278630	2282696	+	4067	1814	1157	657	5368
Tb927.11.8160	Tb927_11_v5.1	2283367	2296365	+	12999	407	362	45	3689
Tb927.11.8165	Tb927_11_v5.1	2296487	2296996	+	510	866	466	400	2113
Tb927.11.8170	Tb927_11_v5.1	2297160	2299574	+	2415	695	530	165	2084
Tb927.11.8180	Tb927_11_v5.1	2300728	2302419	+	1692	1192	886	306	2124
Tb927.11.8185	Tb927_11_v5.1	2302573	2302877	+	305	228	123	105	550
Tb927.11.8190	Tb927_11_v5.1	2303520	2304816	+	1297	928	724	204	1910
Tb927.11.8200	Tb927_11_v5.1	2305845	2306487	+	643	0	0	0	0
Tb927.11.8210	Tb927_11_v5.1	2306739	2312119	+	5381	2170	1600	570	3081
Tb927.11.8220	Tb927_11_v5.1	2312292	2313245	+	954	238	220	18	433
Tb927.11.8230	Tb927_11_v5.1	2314346	2315755	+	1410	212	180	32	260
Tb927.11.8240	Tb927_11_v5.1	2315929	2318573	+	2645	1530	1308	222	2917
Tb927.11.8250	Tb927_11_v5.1	2320024	2320657	+	634	391	377	14	1327
Tb927.11.8260	Tb927_11_v5.1	2320960	2322653	+	1694	953	773	180	2981
Tb927.11.8270	Tb927_11_v5.1	2322699	2325047	+	2349	1524	1216	308	6546
Tb927.11.8280	Tb927_11_v5.1	2325516	2327120	+	1605	1153	670	483	5602
Tb927.11.8290	Tb927_11_v5.1	2327233	2330030	+	2798	1415	1196	219	6349
Tb927.11.8300	Tb927_11_v5.1	2330498	2333251	+	2754	1627	1234	393	3174
Tb927.11.8310	Tb927_11_v5.1	2333489	2336271	+	2783	886	712	174	1440
Tb927.11.8320	Tb927_11_v5.1	2336385	2338858	+	2474	848	605	243	2027
Tb927.11.8330	Tb927_11_v5.1	2338922	2340253	+	1332	525	407	118	2173
Tb927.11.8340	Tb927_11_v5.1	2340578	2342761	+	2184	138	119	19	191
Tb927.11.8350	Tb927_11_v5.1	2342909	2344588	+	1680	579	456	123	905
Tb927.11.8360	Tb927_11_v5.1	2344703	2345247	+	545	138	103	35	364
Tb927.11.8370	Tb927_11_v5.1	2345368	2348700	+	3333	1494	1003	491	5462
Tb927.11.8380	Tb927_11_v5.1	2348839	2350740	+	1902	470	347	123	1424
Tb927.11.8390	Tb927_11_v5.1	2351765	2353288	+	1524	136	120	16	964
Tb927.11.8400	Tb927_11_v5.1	2353962	2355903	+	1942	345	277	68	723
Tb927.11.8410	Tb927_11_v5.1	2356080	2358959	+	2880	720	557	163	2031
Tb927.11.8420	Tb927_11_v5.1	2359184	2359742	+	559	48	44	4	143
Tb927.11.8430	Tb927_11_v5.1	2360369	2362961	+	2593	1225	1070	155	3905
Tb927.11.8440	Tb927_11_v5.1;Tb927_11_v5.1	2362510;2363097	2364156;2364156	+;+	1647	114	52	62	431
Tb927.11.8450	Tb927_11_v5.1	2365755	2368066	+	2312	867	744	123	1657
Tb927.11.8460	Tb927_11_v5.1	2368181	2369898	+	1718	886	563	323	1752
Tb927.11.8470	Tb927_11_v5.1	2370228	2376487	+	6260	1063	850	213	4123
Tb927.11.8480	Tb927_11_v5.1	2377304	2379582	+	2279	1326	1029	297	1896
Tb927.11.8490	Tb927_11_v5.1	2379825	2381657	+	1833	847	518	329	966
Tb927.11.8500	Tb927_11_v5.1	2382346	2384624	+	2279	1283	1052	231	1979
Tb927.11.8510	Tb927_11_v5.1	2384867	2386693	+	1827	1195	942	253	1878
Tb927.11.8520	Tb927_11_v5.1	2387380	2389780	+	2401	1350	1023	327	1969
Tb927.11.8530	Tb927_11_v5.1	2389898	2391727	+	1830	692	542	150	1037
Tb927.11.8580	Tb927_11_v5.1	2392316	2394594	+	2279	700	512	188	978
Tb927.11.8680	Tb927_11_v5.1	2394837	2396666	+	1830	523	367	156	731
Tb927.11.8700	Tb927_11_v5.1	2397059	2399010	+	1952	923	593	330	3399
Tb927.11.8710	Tb927_11_v5.1	2399304	2400768	+	1465	1196	912	284	2722
Tb927.11.8720	Tb927_11_v5.1	2401243	2402870	+	1628	621	506	115	1129
Tb927.11.8730	Tb927_11_v5.1	2404171	2406299	+	2129	653	417	236	1475
Tb927.11.8740	Tb927_11_v5.1	2406491	2407192	+	702	408	324	84	886
Tb927.11.8750	Tb927_11_v5.1	2407352	2407789	+	438	202	183	19	374
Tb927.11.8760	Tb927_11_v5.1	2408293	2410204	+	1912	810	456	354	2225
Tb927.11.8770	Tb927_11_v5.1	2410468	2411778	+	1311	429	395	34	877
Tb927.11.8775	Tb927_11_v5.1	2412292	2412451	+	160	62	39	23	221
Tb927.11.8780	Tb927_11_v5.1	2412740	2414827	+	2088	536	448	88	1052
Tb927.11.8790	Tb927_11_v5.1	2414682	2416508	+	1827	782	578	204	1125
Tb927.11.8800	Tb927_11_v5.1	2416681	2417956	+	1276	1119	861	258	2866
Tb927.11.8810	Tb927_11_v5.1	2418125	2419643	+	1519	1735	1366	369	3812
Tb927.11.8820	Tb927_11_v5.1	2419783	2422856	+	3074	1033	978	55	3490
Tb927.11.8830	Tb927_11_v5.1	2422482	2424537	+	2056	1286	1069	217	4914
Tb927.11.8840	Tb927_11_v5.1	2424672	2426824	+	2153	852	637	215	1965
Tb927.11.20730	Tb927_11_v5.1	2436102	2437386	+	1285	557	492	65	802
Tb927.11.8850	Tb927_11_v5.1	2437488	2437958	+	471	3	0	3	4
Tb927.11.8860	Tb927_11_v5.1	2438171	2440152	+	1982	424	387	37	803
Tb927.11.8870	Tb927_11_v5.1	2440339	2442009	+	1671	1019	822	197	2164
Tb927.11.8880	Tb927_11_v5.1	2442437	2443717	+	1281	1743	1281	462	29076
Tb927.11.8890	Tb927_11_v5.1	2443898	2444643	+	746	312	267	45	428
Tb927.11.8900	Tb927_11_v5.1	2444794	2445594	+	801	976	634	342	1217
Tb927.11.8910	Tb927_11_v5.1	2445740	2446436	+	697	878	597	281	1276
Tb927.11.8920	Tb927_11_v5.1	2446974	2449064	+	2091	836	621	215	1307
Tb927.11.8930	Tb927_11_v5.1	2449169	2450763	+	1595	602	529	73	1987
Tb927.11.8940	Tb927_11_v5.1	2450884	2453816	+	2933	746	668	78	3676
Tb927.11.8950	Tb927_11_v5.1	2453968	2456805	+	2838	485	423	62	1825
Tb927.11.8960	Tb927_11_v5.1	2456991	2460744	+	3754	2462	1624	838	9264
Tb927.11.8970	Tb927_11_v5.1	2462183	2463307	+	1125	197	156	41	832
Tb927.11.8980	Tb927_11_v5.1	2463446	2466003	+	2558	959	811	148	1897
Tb927.11.8990	Tb927_11_v5.1	2466772	2468238	+	1467	506	364	142	805
Tb927.11.9000	Tb927_11_v5.1	2471208	2472484	+	1277	2543	1856	687	3850
Tb927.11.9010	Tb927_11_v5.1	2473480	2474756	+	1277	1709	1301	408	2757
Tb927.11.9020	Tb927_11_v5.1	2475550	2476793	+	1244	1037	724	313	1840
Tb927.11.9030	Tb927_11_v5.1	2477587	2478842	+	1256	480	401	79	643
Tb927.11.9040	Tb927_11_v5.1	2478968	2479466	+	499	201	135	66	1234
Tb927.11.9050	Tb927_11_v5.1	2480045	2481678	+	1634	860	656	204	1412
Tb927.11.9060	Tb927_11_v5.1	2481832	2483062	+	1231	1327	1029	298	3017
Tb927.11.9070	Tb927_11_v5.1	2483301	2484824	+	1524	650	320	330	767
Tb927.11.9080	Tb927_11_v5.1	2485411	2489857	+	4447	2236	1782	454	6888
Tb927.11.9090	Tb927_11_v5.1	2490582	2492541	+	1960	1404	1198	206	6160
Tb927.11.9100	Tb927_11_v5.1	2492197	2493568	+	1372	78	46	32	81
Tb927.11.9110	Tb927_11_v5.1	2494354	2496679	+	2326	626	424	202	906
Tb927.11.9120	Tb927_11_v5.1	2497316	2500692	+	3377	1754	1265	489	3394
Tb927.11.9130	Tb927_11_v5.1	2500900	2503173	+	2274	571	411	160	1509
Tb927.11.9140	Tb927_11_v5.1	2503322	2504912	+	1591	623	487	136	1220
Tb927.11.9150	Tb927_11_v5.1	2505034	2510570	+	5537	1897	1524	373	8295
Tb927.11.9160	Tb927_11_v5.1	2510764	2512510	+	1747	146	127	19	5401
Tb927.11.9170	Tb927_11_v5.1	2512873	2515509	+	2637	1919	1300	619	2898
Tb927.11.9180	Tb927_11_v5.1	2515813	2517438	+	1626	666	533	133	1091
Tb927.11.9190	Tb927_11_v5.1	2518482	2522709	+	4228	1846	1404	442	4798
Tb927.11.9200	Tb927_11_v5.1	2523009	2524938	+	1930	1339	975	364	5684
Tb927.11.9210	Tb927_11_v5.1	2525049	2527328	+	2280	1966	830	1136	3679
Tb927.11.9220	Tb927_11_v5.1	2527117	2530282	+	3166	293	270	23	1175
Tb927.11.9230	Tb927_11_v5.1	2530895	2532276	+	1382	1135	840	295	1585
Tb927.11.9240	Tb927_11_v5.1	2532397	2538514	+	6118	2743	2157	586	4802
Tb927.11.9250	Tb927_11_v5.1	2538706	2540278	+	1573	804	557	247	2232
Tb927.11.9260	Tb927_11_v5.1	2542060	2544665	+	2606	1661	862	799	4709
Tb927.11.9270	Tb927_11_v5.1	2544499	2547518	+	3020	603	323	280	860
Tb927.11.9280	Tb927_11_v5.1	2547614	2549710	+	2097	1000	886	114	10018
Tb927.11.9290	Tb927_11_v5.1	2550169	2552709	+	2541	1320	807	513	2271
Tb927.11.9295	Tb927_11_v5.1	2555051	2555511	+	461	245	174	71	3641
Tb927.11.9300	Tb927_11_v5.1	2555658	2557457	+	1800	496	418	78	2176
Tb927.11.9310	Tb927_11_v5.1	2558000	2560744	+	2745	2074	1373	701	3841
Tb927.11.9320	Tb927_11_v5.1	2560897	2561906	+	1010	702	624	78	1355
Tb927.11.9330	Tb927_11_v5.1	2562034	2565009	+	2976	1862	1556	306	2984
Tb927.11.9340	Tb927_11_v5.1	2565818	2566890	+	1073	1440	980	460	2001
Tb927.11.9350	Tb927_11_v5.1	2567205	2568419	+	1215	203	184	19	1237
Tb927.11.9360	Tb927_11_v5.1	2568686	2570876	+	2191	737	662	75	4684
Tb927.11.9370	Tb927_11_v5.1	2571002	2572982	+	1981	872	792	80	1745
Tb927.11.9380	Tb927_11_v5.1	2573581	2574812	-	1232	602	531	71	978
Tb927.11.9390	Tb927_11_v5.1	2575697	2576507	-	811	556	442	114	949
Tb927.11.9400	Tb927_11_v5.1	2576641	2579549	-	2909	1528	1100	428	2650
Tb927.11.9405	Tb927_11_v5.1	2579676	2580524	-	849	75	71	4	630
Tb927.11.9410	Tb927_11_v5.1	2580543	2581110	+	568	14	8	6	30
Tb927.11.9420	Tb927_11_v5.1	2581173	2582010	-	838	355	288	67	410
Tb927.11.9425	Tb927_11_v5.1	2582180	2582770	-	591	221	116	105	248
Tb927.11.9430	Tb927_11_v5.1	2583238	2584431	-	1194	584	483	101	3485
Tb927.11.9440	Tb927_11_v5.1	2584574	2586652	-	2079	1009	897	112	2397
Tb927.11.9450	Tb927_11_v5.1	2586838	2587686	-	849	139	118	21	798
Tb927.11.9460	Tb927_11_v5.1	2587816	2588843	-	1028	488	358	130	1287
Tb927.11.9470	Tb927_11_v5.1	2589148	2590264	-	1117	725	583	142	1274
Tb927.11.9480	Tb927_11_v5.1	2590491	2591422	-	932	129	125	4	239
Tb927.11.9490	Tb927_11_v5.1	2591637	2592697	-	1061	836	649	187	2581
Tb927.11.9500	Tb927_11_v5.1	2592854	2593796	-	943	288	258	30	899
Tb927.11.9510	Tb927_11_v5.1	2594663	2596431	-	1769	433	368	65	10279
Tb927.11.9520	Tb927_11_v5.1	2596522	2599544	-	3023	1267	907	360	2159
Tb927.11.9530	Tb927_11_v5.1	2599724	2601884	-	2161	23	17	6	224
Tb927.11.9540	Tb927_11_v5.1	2602477	2604185	-	1709	977	525	452	2879
Tb927.11.9550	Tb927_11_v5.1	2604303	2606162	-	1860	437	355	82	1286
Tb927.11.9560	Tb927_11_v5.1	2606290	2607981	-	1692	541	407	134	1134
Tb927.11.9570	Tb927_11_v5.1	2608109	2609207	-	1099	1500	967	533	2560
Tb927.11.9580	Tb927_11_v5.1;Tb927_11_v5.1	2609452;2609452	2609877;2610244	-;-	793	1174	726	448	1707
Tb927.11.9590	Tb927_11_v5.1	2610063	2612054	-	1992	2865	2219	646	5180
Tb927.11.9600	Tb927_11_v5.1	2612253	2613667	-	1415	473	160	313	788
Tb927.11.9610	Tb927_11_v5.1	2613788	2615166	-	1379	304	270	34	1997
Tb927.11.9620	Tb927_11_v5.1;Tb927_11_v5.1	2615456;2615456	2617722;2618347	-;-	2892	569	546	23	5447
Tb927.11.9630	Tb927_11_v5.1	2618137	2619908	-	1772	262	210	52	379
Tb927.11.9640	Tb927_11_v5.1	2620101	2622329	-	2229	1752	1322	430	5411
Tb927.11.9650	Tb927_11_v5.1	2623003	2624750	-	1748	936	693	243	1430
Tb927.11.9660	Tb927_11_v5.1;Tb927_11_v5.1	2624878;2624878	2625786;2626099	-;-	1222	1695	1080	615	2931
Tb927.11.9665	Tb927_11_v5.1	2626217	2626828	-	612	25	23	2	93
Tb927.11.9670	Tb927_11_v5.1	2626967	2628609	-	1643	619	537	82	3238
Tb927.11.9680	Tb927_11_v5.1	2628739	2630674	-	1936	1450	1233	217	3362
Tb927.11.9690	Tb927_11_v5.1	2631007	2632164	-	1158	1897	1186	711	3793
Tb927.11.9700	Tb927_11_v5.1	2632285	2632707	-	423	40	39	1	52
Tb927.11.9710	Tb927_11_v5.1	2632911	2633662	-	752	7	5	2	105
Tb927.11.9720	Tb927_11_v5.1	2634069	2634376	-	308	8	8	0	128
Tb927.11.9730	Tb927_11_v5.1	2634509	2635280	-	772	27	23	4	36
Tb927.11.9740	Tb927_11_v5.1	2635393	2636094	-	702	311	264	47	376
Tb927.11.9750	Tb927_11_v5.1	2636440	2638491	-	2052	1361	980	381	3141
Tb927.11.9760	Tb927_11_v5.1	2638861	2640308	-	1448	141	121	20	379
Tb927.11.9770	Tb927_11_v5.1	2640426	2643477	-	3052	1148	813	335	10774
Tb927.11.9780	Tb927_11_v5.1	2643800	2647062	-	3263	1645	1232	413	10069
Tb927.11.9790	Tb927_11_v5.1	2647185	2647936	-	752	661	425	236	2111
Tb927.11.9800	Tb927_11_v5.1	2648182	2649284	-	1103	393	331	62	1505
Tb927.11.9810	Tb927_11_v5.1	2649403	2650229	-	827	262	248	14	473
Tb927.11.9820	Tb927_11_v5.1	2657286	2659084	+	1799	1115	993	122	2745
Tb927.11.9830	Tb927_11_v5.1	2659558	2660181	+	624	279	225	54	642
Tb927.11.9840	Tb927_11_v5.1	2660365	2661702	+	1338	1931	872	1059	4838
Tb927.11.9850	Tb927_11_v5.1	2661812	2662190	+	379	1	0	1	1
Tb927.11.9860	Tb927_11_v5.1	2662310	2662811	+	502	3	0	3	3
Tb927.11.9870	Tb927_11_v5.1	2663190	2665748	+	2559	1713	1557	156	7834
Tb927.11.9880	Tb927_11_v5.1	2666910	2668322	+	1413	997	787	210	2011
Tb927.11.9890	Tb927_11_v5.1	2668583	2671253	+	2671	1947	1510	437	4798
Tb927.11.9900	Tb927_11_v5.1	2671400	2673760	+	2361	965	680	285	1948
Tb927.11.9910	Tb927_11_v5.1	2673884	2675013	+	1130	288	241	47	319
