# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003740.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/counts.txt" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup.bam" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_F_plus_R.bam" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_WO.bam" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup.bam	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_F_plus_R.bam	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_WO.bam	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted.bam
Tb927.11.8775	Tb927_11_v5.1	2412292	2412451	+	160	86	41	45	327
Tb927.11.8780	Tb927_11_v5.1	2412740	2414827	+	2088	491	393	98	949
Tb927.11.8790	Tb927_11_v5.1	2414682	2416508	+	1827	946	594	352	1201
Tb927.11.8800	Tb927_11_v5.1	2416681	2417956	+	1276	852	636	216	1681
Tb927.11.8810	Tb927_11_v5.1	2418125	2419643	+	1519	1099	823	276	2160
Tb927.11.8820	Tb927_11_v5.1	2419783	2422856	+	3074	974	883	91	2594
Tb927.11.8830	Tb927_11_v5.1	2422482	2424537	+	2056	897	728	169	2803
Tb927.11.8840	Tb927_11_v5.1	2424672	2426824	+	2153	723	487	236	1319
Tb927.11.20730	Tb927_11_v5.1	2436102	2437386	+	1285	521	412	109	742
Tb927.11.8850	Tb927_11_v5.1	2437488	2437958	+	471	1	0	1	1
Tb927.11.8860	Tb927_11_v5.1	2438171	2440152	+	1982	461	390	71	732
Tb927.11.8870	Tb927_11_v5.1	2440339	2442009	+	1671	798	585	213	1270
Tb927.11.8880	Tb927_11_v5.1	2442437	2443717	+	1281	1416	1003	413	15179
Tb927.11.8890	Tb927_11_v5.1	2443898	2444643	+	746	224	173	51	306
Tb927.11.8900	Tb927_11_v5.1	2444794	2445594	+	801	897	526	371	1081
Tb927.11.8910	Tb927_11_v5.1	2445740	2446436	+	697	893	506	387	1148
Tb927.11.8920	Tb927_11_v5.1	2446974	2449064	+	2091	838	563	275	1309
Tb927.11.8930	Tb927_11_v5.1	2449169	2450763	+	1595	456	382	74	1427
Tb927.11.8940	Tb927_11_v5.1	2450884	2453816	+	2933	795	675	120	3970
Tb927.11.8950	Tb927_11_v5.1	2453968	2456805	+	2838	374	280	94	1063
Tb927.11.8960	Tb927_11_v5.1	2456991	2460744	+	3754	2305	1430	875	7242
Tb927.11.8970	Tb927_11_v5.1	2462183	2463307	+	1125	363	290	73	1040
Tb927.11.8980	Tb927_11_v5.1	2463446	2466003	+	2558	787	621	166	1366
Tb927.11.8990	Tb927_11_v5.1	2466772	2468238	+	1467	439	314	125	708
Tb927.11.9000	Tb927_11_v5.1	2471208	2472484	+	1277	1889	1290	599	2622
Tb927.11.9010	Tb927_11_v5.1	2473480	2474756	+	1277	1346	938	408	1968
Tb927.11.9020	Tb927_11_v5.1	2475550	2476793	+	1244	870	477	393	1049
Tb927.11.9030	Tb927_11_v5.1	2477587	2478842	+	1256	392	298	94	470
Tb927.11.9040	Tb927_11_v5.1	2478968	2479466	+	499	141	89	52	691
Tb927.11.9050	Tb927_11_v5.1	2480045	2481678	+	1634	650	442	208	1029
Tb927.11.9060	Tb927_11_v5.1	2481832	2483062	+	1231	990	745	245	1730
Tb927.11.9070	Tb927_11_v5.1	2483301	2484824	+	1524	548	244	304	597
Tb927.11.9080	Tb927_11_v5.1	2485411	2489857	+	4447	1225	953	272	3592
Tb927.11.9090	Tb927_11_v5.1	2490582	2492541	+	1960	1243	1049	194	4630
Tb927.11.9100	Tb927_11_v5.1	2492197	2493568	+	1372	52	26	26	53
Tb927.11.9110	Tb927_11_v5.1	2494354	2496679	+	2326	526	310	216	580
Tb927.11.9120	Tb927_11_v5.1	2497316	2500692	+	3377	1375	943	432	2456
Tb927.11.9130	Tb927_11_v5.1	2500900	2503173	+	2274	510	359	151	780
Tb927.11.9140	Tb927_11_v5.1	2503322	2504912	+	1591	422	276	146	608
Tb927.11.9150	Tb927_11_v5.1	2505034	2510570	+	5537	1547	1204	343	6508
Tb927.11.9160	Tb927_11_v5.1	2510764	2512510	+	1747	183	148	35	9835
Tb927.11.9170	Tb927_11_v5.1	2512873	2515509	+	2637	1281	759	522	1886
Tb927.11.9180	Tb927_11_v5.1	2515813	2517438	+	1626	595	437	158	817
Tb927.11.9190	Tb927_11_v5.1	2518482	2522709	+	4228	1324	950	374	2273
Tb927.11.9200	Tb927_11_v5.1	2523009	2524938	+	1930	1026	707	319	4206
Tb927.11.9210	Tb927_11_v5.1	2525049	2527328	+	2280	2147	739	1408	3523
Tb927.11.9220	Tb927_11_v5.1	2527117	2530282	+	3166	156	138	18	781
Tb927.11.9230	Tb927_11_v5.1	2530895	2532276	+	1382	518	374	144	756
Tb927.11.9240	Tb927_11_v5.1	2532397	2538514	+	6118	2178	1501	677	3241
Tb927.11.9250	Tb927_11_v5.1	2538706	2540278	+	1573	549	358	191	2020
Tb927.11.9260	Tb927_11_v5.1	2542060	2544665	+	2606	1558	786	772	3323
Tb927.11.9270	Tb927_11_v5.1	2544499	2547518	+	3020	611	280	331	788
Tb927.11.9280	Tb927_11_v5.1	2547614	2549710	+	2097	829	696	133	5694
Tb927.11.9290	Tb927_11_v5.1	2550169	2552709	+	2541	1219	700	519	1935
Tb927.11.9295	Tb927_11_v5.1	2555051	2555511	+	461	294	204	90	1809
Tb927.11.9300	Tb927_11_v5.1	2555658	2557457	+	1800	497	404	93	2087
Tb927.11.9310	Tb927_11_v5.1	2558000	2560744	+	2745	1690	1003	687	2552
Tb927.11.9320	Tb927_11_v5.1	2560897	2561906	+	1010	518	422	96	900
Tb927.11.9330	Tb927_11_v5.1	2562034	2565009	+	2976	1292	1038	254	1676
Tb927.11.9340	Tb927_11_v5.1	2565818	2566890	+	1073	1178	647	531	1527
Tb927.11.9350	Tb927_11_v5.1	2567205	2568419	+	1215	140	126	14	1177
Tb927.11.9360	Tb927_11_v5.1	2568686	2570876	+	2191	674	529	145	5185
Tb927.11.9370	Tb927_11_v5.1	2571002	2572982	+	1981	661	567	94	1486
Tb927.11.9380	Tb927_11_v5.1	2573581	2574812	-	1232	489	392	97	653
Tb927.11.9390	Tb927_11_v5.1	2575697	2576507	-	811	487	368	119	704
Tb927.11.9400	Tb927_11_v5.1	2576641	2579549	-	2909	830	604	226	1347
Tb927.11.9405	Tb927_11_v5.1	2579676	2580524	-	849	56	53	3	944
Tb927.11.9410	Tb927_11_v5.1	2580543	2581110	+	568	16	8	8	19
Tb927.11.9420	Tb927_11_v5.1	2581173	2582010	-	838	242	161	81	259
Tb927.11.9425	Tb927_11_v5.1	2582180	2582770	-	591	158	72	86	172
Tb927.11.9430	Tb927_11_v5.1	2583238	2584431	-	1194	513	423	90	2423
Tb927.11.9440	Tb927_11_v5.1	2584574	2586652	-	2079	785	663	122	1503
Tb927.11.9450	Tb927_11_v5.1	2586838	2587686	-	849	155	134	21	548
Tb927.11.9460	Tb927_11_v5.1	2587816	2588843	-	1028	470	291	179	1722
Tb927.11.9470	Tb927_11_v5.1	2589148	2590264	-	1117	463	362	101	1016
Tb927.11.9480	Tb927_11_v5.1	2590491	2591422	-	932	127	116	11	181
Tb927.11.9490	Tb927_11_v5.1	2591637	2592697	-	1061	411	316	95	2168
Tb927.11.9500	Tb927_11_v5.1	2592854	2593796	-	943	155	128	27	621
Tb927.11.9510	Tb927_11_v5.1	2594663	2596431	-	1769	502	344	158	6822
Tb927.11.9520	Tb927_11_v5.1	2596522	2599544	-	3023	954	620	334	1779
Tb927.11.9530	Tb927_11_v5.1	2599724	2601884	-	2161	29	19	10	159
Tb927.11.9540	Tb927_11_v5.1	2602477	2604185	-	1709	1047	541	506	1903
Tb927.11.9550	Tb927_11_v5.1	2604303	2606162	-	1860	504	372	132	897
Tb927.11.9560	Tb927_11_v5.1	2606290	2607981	-	1692	441	305	136	922
Tb927.11.9570	Tb927_11_v5.1	2608109	2609207	-	1099	832	537	295	1621
Tb927.11.9580	Tb927_11_v5.1;Tb927_11_v5.1	2609452;2609452	2609877;2610244	-;-	793	890	516	374	1083
Tb927.11.9590	Tb927_11_v5.1	2610063	2612054	-	1992	2544	1827	717	3947
Tb927.11.9600	Tb927_11_v5.1	2612253	2613667	-	1415	418	77	341	783
Tb927.11.9610	Tb927_11_v5.1	2613788	2615166	-	1379	302	273	29	1469
Tb927.11.9620	Tb927_11_v5.1;Tb927_11_v5.1	2615456;2615456	2617722;2618347	-;-	2892	525	464	61	3083
Tb927.11.9630	Tb927_11_v5.1	2618137	2619908	-	1772	276	177	99	312
Tb927.11.9640	Tb927_11_v5.1	2620101	2622329	-	2229	1481	1000	481	4407
Tb927.11.9650	Tb927_11_v5.1	2623003	2624750	-	1748	961	670	291	1444
Tb927.11.9660	Tb927_11_v5.1;Tb927_11_v5.1	2624878;2624878	2625786;2626099	-;-	1222	1705	837	868	2442
Tb927.11.9665	Tb927_11_v5.1	2626217	2626828	-	612	50	44	6	96
Tb927.11.9670	Tb927_11_v5.1	2626967	2628609	-	1643	557	471	86	3390
Tb927.11.9680	Tb927_11_v5.1	2628739	2630674	-	1936	1092	908	184	2193
Tb927.11.9690	Tb927_11_v5.1	2631007	2632164	-	1158	1663	934	729	2716
Tb927.11.9700	Tb927_11_v5.1	2632285	2632707	-	423	29	26	3	38
Tb927.11.9710	Tb927_11_v5.1	2632911	2633662	-	752	7	5	2	81
Tb927.11.9720	Tb927_11_v5.1	2634069	2634376	-	308	10	10	0	176
Tb927.11.9730	Tb927_11_v5.1	2634509	2635280	-	772	9	7	2	10
Tb927.11.9740	Tb927_11_v5.1	2635393	2636094	-	702	136	119	17	158
Tb927.11.9750	Tb927_11_v5.1	2636440	2638491	-	2052	1215	863	352	2951
Tb927.11.9760	Tb927_11_v5.1	2638861	2640308	-	1448	34	29	5	218
Tb927.11.9770	Tb927_11_v5.1	2640426	2643477	-	3052	1220	801	419	6783
Tb927.11.9780	Tb927_11_v5.1	2643800	2647062	-	3263	1683	1173	510	6331
Tb927.11.9790	Tb927_11_v5.1	2647185	2647936	-	752	730	438	292	2011
Tb927.11.9800	Tb927_11_v5.1	2648182	2649284	-	1103	410	322	88	886
Tb927.11.9810	Tb927_11_v5.1	2649403	2650229	-	827	242	219	23	403
Tb927.11.9820	Tb927_11_v5.1	2657286	2659084	+	1799	983	813	170	2384
Tb927.11.9830	Tb927_11_v5.1	2659558	2660181	+	624	253	205	48	619
Tb927.11.9840	Tb927_11_v5.1	2660365	2661702	+	1338	2255	827	1428	4331
Tb927.11.9850	Tb927_11_v5.1	2661812	2662190	+	379	3	0	3	3
Tb927.11.9860	Tb927_11_v5.1	2662310	2662811	+	502	2	0	2	2
Tb927.11.9870	Tb927_11_v5.1	2663190	2665748	+	2559	1345	1197	148	9120
Tb927.11.9880	Tb927_11_v5.1	2666910	2668322	+	1413	753	563	190	1577
Tb927.11.9890	Tb927_11_v5.1	2668583	2671253	+	2671	1571	1178	393	3347
Tb927.11.9900	Tb927_11_v5.1	2671400	2673760	+	2361	895	559	336	1515
Tb927.11.9910	Tb927_11_v5.1	2673884	2675013	+	1130	247	198	49	285
Tb927.11.9920	Tb927_11_v5.1	2675146	2678208	+	3063	610	496	114	1298
Tb927.11.9930	Tb927_11_v5.1	2678369	2679249	+	881	212	202	10	1025
Tb927.11.9940	Tb927_11_v5.1	2679769	2680443	+	675	244	171	73	446
Tb927.11.9950	Tb927_11_v5.1	2680655	2683043	+	2389	847	632	215	1472
Tb927.11.9960	Tb927_11_v5.1	2683244	2684361	+	1118	1128	648	480	1349
Tb927.11.9970	Tb927_11_v5.1	2684496	2685139	+	644	207	139	68	255
Tb927.11.9980	Tb927_11_v5.1	2685602	2689289	+	3688	1329	951	378	2828
Tb927.11.9990	Tb927_11_v5.1	2690441	2692443	+	2003	622	516	106	1167
Tb927.11.10000	Tb927_11_v5.1	2692709	2694262	+	1554	96	67	29	257
Tb927.11.10010	Tb927_11_v5.1	2694373	2696196	+	1824	1604	1076	528	2438
Tb927.11.10020	Tb927_11_v5.1	2696555	2697582	+	1028	552	367	185	789
Tb927.11.10025	Tb927_11_v5.1	2697733	2698137	+	405	2	0	2	2
Tb927.11.10030	Tb927_11_v5.1	2698338	2698575	+	238	5	5	0	166
Tb927.11.10040	Tb927_11_v5.1	2698827	2699700	+	874	123	92	31	472
Tb927.11.10050	Tb927_11_v5.1	2699856	2700554	+	699	126	100	26	681
Tb927.11.10060	Tb927_11_v5.1	2700663	2702067	+	1405	183	136	47	748
Tb927.11.10070	Tb927_11_v5.1	2702185	2703455	+	1271	262	233	29	402
Tb927.11.10075	Tb927_11_v5.1	2703551	2704043	+	493	137	78	59	143
Tb927.11.10080	Tb927_11_v5.1	2704350	2705227	+	878	116	85	31	122
Tb927.11.10090	Tb927_11_v5.1	2705352	2706803	+	1452	584	459	125	984
Tb927.11.10100	Tb927_11_v5.1	2707397	2708051	+	655	1085	653	432	1596
Tb927.11.10110	Tb927_11_v5.1	2708707	2709897	+	1191	340	251	89	429
Tb927.11.10120	Tb927_11_v5.1	2710260	2712814	+	2555	171	160	11	1057
Tb927.11.10130	Tb927_11_v5.1	2713448	2714477	+	1030	734	494	240	3025
Tb927.11.10140	Tb927_11_v5.1	2714698	2715775	+	1078	115	68	47	123
Tb927.11.10150	Tb927_11_v5.1	2716095	2720097	+	4003	1526	931	595	3244
Tb927.11.10160	Tb927_11_v5.1	2720489	2721015	+	527	13	12	1	76
Tb927.11.10170	Tb927_11_v5.1	2721200	2722142	+	943	65	35	30	74
Tb927.11.10180	Tb927_11_v5.1	2722525	2724587	+	2063	631	496	135	1589
Tb927.11.10190	Tb927_11_v5.1	2724712	2728712	+	4001	2489	1864	625	5867
Tb927.11.10200	Tb927_11_v5.1	2728613	2730841	+	2229	529	472	57	2914
Tb927.11.10210	Tb927_11_v5.1	2730716	2733781	+	3066	1277	1048	229	2349
Tb927.11.10220	Tb927_11_v5.1	2734413	2735209	+	797	219	194	25	2192
Tb927.11.10230	Tb927_11_v5.1	2735340	2736973	+	1634	203	187	16	1282
Tb927.11.10240	Tb927_11_v5.1	2737103	2738822	+	1720	597	382	215	790
Tb927.11.10250	Tb927_11_v5.1	2739411	2740399	+	989	919	631	288	1932
Tb927.11.10260	Tb927_11_v5.1	2740537	2742218	+	1682	321	308	13	2314
Tb927.11.10270	Tb927_11_v5.1	2742741	2743549	+	809	160	10	150	186
Tb927.11.10280	Tb927_11_v5.1	2744274	2748583	+	4310	2472	1865	607	8040
Tb927.11.10300	Tb927_11_v5.1	2749508	2751035	+	1528	151	107	44	423
Tb927.11.10320	Tb927_11_v5.1	2752237	2753699	+	1463	1023	819	204	1539
Tb927.11.10330	Tb927_11_v5.1	2753852	2758058	+	4207	8733	6988	1745	21246
Tb927.11.10340	Tb927_11_v5.1	2757604	2759664	+	2061	1096	662	434	1347
Tb927.11.10350	Tb927_11_v5.1	2760638	2761676	+	1039	371	298	73	649
Tb927.11.10360	Tb927_11_v5.1	2762070	2763788	+	1719	796	646	150	1569
Tb927.11.10370	Tb927_11_v5.1	2764437	2767791	+	3355	1260	955	305	2048
Tb927.11.10380	Tb927_11_v5.1	2769530	2771377	+	1848	1528	1147	381	3097
Tb927.11.10390	Tb927_11_v5.1	2771778	2774095	+	2318	493	428	65	3415
Tb927.11.10400	Tb927_11_v5.1	2774346	2775084	+	739	54	38	16	93
Tb927.11.10410	Tb927_11_v5.1	2775384	2776120	+	737	78	49	29	260
Tb927.11.10420	Tb927_11_v5.1	2776997	2777529	+	533	240	176	64	575
Tb927.11.10430	Tb927_11_v5.1	2777983	2779873	+	1891	441	273	168	1476
Tb927.11.10440	Tb927_11_v5.1	2780351	2781289	+	939	140	120	20	151
Tb927.11.10450	Tb927_11_v5.1	2781451	2783294	+	1844	529	460	69	1169
Tb927.11.10460	Tb927_11_v5.1	2783414	2784610	+	1197	438	335	103	1799
Tb927.11.10470	Tb927_11_v5.1	2785304	2788990	+	3687	1421	1216	205	3660
Tb927.11.10480	Tb927_11_v5.1	2789105	2792492	+	3388	1623	1188	435	5674
Tb927.11.10490	Tb927_11_v5.1	2792724	2794548	+	1825	575	485	90	1524
Tb927.11.10500	Tb927_11_v5.1	2795051	2796751	+	1701	477	310	167	1460
Tb927.11.10510	Tb927_11_v5.1	2797062	2798110	+	1049	407	196	211	437
Tb927.11.10520	Tb927_11_v5.1	2798284	2802595	+	4312	1323	1065	258	2126
Tb927.11.10530	Tb927_11_v5.1	2803708	2804684	+	977	627	290	337	1270
Tb927.11.10540	Tb927_11_v5.1	2804834	2807764	+	2931	464	419	45	1360
Tb927.11.10550	Tb927_11_v5.1	2808495	2811597	+	3103	1754	1341	413	3648
Tb927.11.10560	Tb927_11_v5.1	2811707	2816151	+	4445	2512	1742	770	4047
Tb927.11.10570	Tb927_11_v5.1	2816085	2817252	+	1168	421	385	36	939
Tb927.11.10580	Tb927_11_v5.1	2817578	2820298	+	2721	1714	1183	531	3187
Tb927.11.10590	Tb927_11_v5.1	2820576	2822529	+	1954	125	78	47	579
Tb927.11.10600	Tb927_11_v5.1	2822662	2824222	+	1561	519	413	106	776
Tb927.11.10610	Tb927_11_v5.1	2824357	2827611	+	3255	1762	1181	581	3961
Tb927.11.10620	Tb927_11_v5.1	2828716	2829563	+	848	234	190	44	985
Tb927.11.10630	Tb927_11_v5.1	2830632	2833349	+	2718	2820	1938	882	5910
Tb927.11.10640	Tb927_11_v5.1	2833796	2835914	+	2119	164	141	23	537
Tb927.11.10650	Tb927_11_v5.1	2836046	2839364	+	3319	1566	1016	550	2310
Tb927.11.10660	Tb927_11_v5.1	2839475	2856547	+	17073	5360	3881	1479	10620
Tb927.11.10670	Tb927_11_v5.1	2856953	2860983	+	4031	2160	1357	803	7362
Tb927.11.10690	Tb927_11_v5.1	2862180	2863602	+	1423	580	497	83	1414
Tb927.11.10700	Tb927_11_v5.1	2863796	2864643	+	848	661	578	83	1071
Tb927.11.10710	Tb927_11_v5.1	2865036	2868757	+	3722	1327	959	368	2777
Tb927.11.10720	Tb927_11_v5.1	2868865	2871956	+	3092	3290	1995	1295	5527
Tb927.11.10730	Tb927_11_v5.1	2872095	2876454	+	4360	1033	675	358	1252
Tb927.11.10740	Tb927_11_v5.1	2876620	2877361	+	742	135	74	61	1064
Tb927.11.10750	Tb927_11_v5.1	2877598	2879780	+	2183	1323	902	421	2029
Tb927.11.10760	Tb927_11_v5.1	2879710	2882414	+	2705	1587	1280	307	3923
Tb11.NT.122	Tb927_11_v5.1	2882977	2883378	+	402	126	102	24	139
Tb927.11.10770	Tb927_11_v5.1	2883486	2885270	+	1785	730	679	51	2562
Tb927.11.10780	Tb927_11_v5.1	2885482	2886456	+	975	8	2	6	9
Tb927.11.10790	Tb927_11_v5.1	2886906	2887873	+	968	85	79	6	196
Tb927.11.10800	Tb927_11_v5.1	2888010	2889024	+	1015	511	466	45	5322
Tb927.11.10810	Tb927_11_v5.1	2889580	2894862	+	5283	1174	848	326	2253
Tb927.11.10820	Tb927_11_v5.1	2894691	2896073	+	1383	661	539	122	956
Tb927.11.10830	Tb927_11_v5.1	2896416	2896898	+	483	553	482	71	1292
Tb927.11.10840	Tb927_11_v5.1	2897046	2898691	+	1646	338	276	62	776
Tb927.11.10850	Tb927_11_v5.1	2898937	2900370	+	1434	466	366	100	860
Tb927.11.10860	Tb927_11_v5.1	2900723	2902058	+	1336	1030	725	305	1621
Tb927.11.10870	Tb927_11_v5.1	2902519	2903281	+	763	421	305	116	1582
Tb927.11.10880	Tb927_11_v5.1	2904399	2906449	+	2051	2309	1466	843	3572
Tb927.11.10890	Tb927_11_v5.1	2906593	2908005	+	1413	394	283	111	1408
Tb927.11.10900	Tb927_11_v5.1	2908311	2910932	+	2622	154	142	12	1100
Tb927.11.10910	Tb927_11_v5.1	2911234	2912201	+	968	92	85	7	213
Tb927.11.10920	Tb927_11_v5.1	2912338	2914637	+	2300	333	245	88	379
Tb927.11.10930	Tb927_11_v5.1	2914966	2916714	+	1749	869	639	230	1860
Tb927.11.10940	Tb927_11_v5.1	2917155	2920535	+	3381	788	592	196	2791
Tb927.11.10950	Tb927_11_v5.1	2923675	2924712	+	1038	683	489	194	1301
Tb11.01.2730	Tb927_11_v5.1	2924995	2933789	+	8795	7055	5442	1613	17212
Tb927.11.10960	Tb927_11_v5.1	2934144	2936592	+	2449	989	686	303	1707
Tb927.11.10970	Tb927_11_v5.1	2936782	2937628	+	847	309	204	105	409
Tb927.11.10980	Tb927_11_v5.1	2937960	2938862	+	903	1418	926	492	2036
Tb927.11.10990	Tb927_11_v5.1	2939001	2940176	+	1176	225	165	60	252
Tb927.11.11000	Tb927_11_v5.1	2940727	2942397	+	1671	1654	868	786	3299
Tb927.11.11010	Tb927_11_v5.1	2943397	2945184	+	1788	549	455	94	1366
Tb927.11.11020	Tb927_11_v5.1	2945367	2950632	+	5266	1951	1640	311	5431
Tb927.11.11030	Tb927_11_v5.1	2951203	2952047	+	845	313	229	84	414
Tb927.11.11040	Tb927_11_v5.1	2952148	2953199	+	1052	214	190	24	318
Tb927.11.11050	Tb927_11_v5.1	2953316	2954626	+	1311	716	576	140	2704
Tb927.11.11060	Tb927_11_v5.1	2954820	2957251	+	2432	759	631	128	3944
Tb927.11.11075	Tb927_11_v5.1	2966152	2966548	+	397	157	73	84	166
Tb927.11.11080	Tb927_11_v5.1	2966724	2971255	+	4532	460	402	58	1635
Tb927.11.11090	Tb927_11_v5.1	2971377	2975796	+	4420	566	427	139	1267
Tb927.11.11100	Tb927_11_v5.1	2975928	2976478	+	551	555	362	193	708
Tb927.11.11110	Tb927_11_v5.1	2976637	2978159	+	1523	1724	1015	709	2495
Tb927.11.11120	Tb927_11_v5.1	2978281	2979357	+	1077	208	193	15	559
Tb927.11.11130	Tb927_11_v5.1	2979458	2980054	+	597	44	40	4	123
Tb927.11.11135	Tb927_11_v5.1	2980153	2980821	+	669	190	177	13	748
Tb927.11.11140	Tb927_11_v5.1	2980938	2983929	+	2992	1289	1001	288	4387
Tb927.11.11150	Tb927_11_v5.1	2985144	2986136	+	993	824	475	349	1080
Tb927.11.11160	Tb927_11_v5.1	2986249	2989391	+	3143	1030	702	328	2037
Tb927.11.11170	Tb927_11_v5.1	2989515	2990326	+	812	598	478	120	883
Tb927.11.11180	Tb927_11_v5.1;Tb927_11_v5.1	2990451;2990482	2991003;2991003	+;+	553	0	0	0	0
Tb927.11.11200	Tb927_11_v5.1	2992237	2993939	+	1703	616	515	101	1315
Tb927.11.11210	Tb927_11_v5.1	2994052	2995727	+	1676	769	595	174	1100
Tb927.11.11220	Tb927_11_v5.1	2995908	3009517	+	13610	960	721	239	5202
Tb927.11.11230	Tb927_11_v5.1	3009657	3010374	+	718	2	0	2	2
Tb927.11.11240	Tb927_11_v5.1	3010511	3011466	+	956	419	374	45	763
Tb927.11.11250	Tb927_11_v5.1	3011608	3013042	+	1435	546	466	80	1395
Tb927.11.11260	Tb927_11_v5.1	3013241	3014670	+	1430	927	460	467	1362
Tb927.11.11270	Tb927_11_v5.1	3015104	3016824	+	1721	721	531	190	1197
Tb927.11.11280	Tb927_11_v5.1	3016977	3020107	+	3131	1084	906	178	3015
Tb927.11.11290	Tb927_11_v5.1	3020867	3023187	+	2321	490	223	267	931
Tb927.11.11300	Tb927_11_v5.1	3023311	3023900	+	590	45	36	9	53
Tb927.11.11310	Tb927_11_v5.1	3024159	3025715	+	1557	232	154	78	247
Tb927.11.11320	Tb927_11_v5.1	3027006	3028387	+	1382	374	341	33	1155
Tb927.11.11330	Tb927_11_v5.1	3028628	3030666	+	2039	381	301	80	1078
Tb927.11.11340	Tb927_11_v5.1	3030973	3034025	+	3053	791	731	60	3619
Tb927.11.11350	Tb927_11_v5.1	3033968	3035822	+	1855	640	362	278	891
Tb927.11.11360	Tb927_11_v5.1	3035963	3037128	+	1166	139	126	13	813
Tb927.11.11370	Tb927_11_v5.1	3037268	3038433	+	1166	73	67	6	314
Tb927.11.11380	Tb927_11_v5.1	3038602	3040295	+	1694	760	552	208	1106
Tb927.11.11385	Tb927_11_v5.1	3040696	3041187	+	492	344	308	36	1517
Tb927.11.11390	Tb927_11_v5.1	3041346	3042491	+	1146	735	541	194	2038
Tb927.11.11400	Tb927_11_v5.1	3042636	3046269	+	3634	1801	1422	379	8016
Tb927.11.11410	Tb927_11_v5.1	3048002	3051011	-	3010	3158	2208	950	7517
Tb927.11.11420	Tb927_11_v5.1	3051566	3057222	+	5657	2246	1503	743	6255
Tb927.11.11425	Tb927_11_v5.1	3057604	3057786	+	183	38	37	1	172
Tb927.11.11430	Tb927_11_v5.1	3058873	3063413	+	4541	2637	1994	643	6390
Tb927.11.11435	Tb927_11_v5.1	3063945	3065367	+	1423	410	339	71	1431
Tb927.11.11440	Tb927_11_v5.1	3064955	3067068	+	2114	367	325	42	940
Tb927.11.11450	Tb927_11_v5.1	3067212	3069297	+	2086	830	571	259	1584
Tb927.11.11460	Tb927_11_v5.1	3069530	3071746	+	2217	1113	653	460	21154
Tb927.11.11470	Tb927_11_v5.1	3072358	3073245	+	888	430	363	67	1460
Tb927.11.11475	Tb927_11_v5.1	3073596	3074006	+	411	153	150	3	287
Tb927.11.11480	Tb927_11_v5.1	3074268	3077460	+	3193	1549	1103	446	2872
Tb927.11.11490	Tb927_11_v5.1;Tb927_11_v5.1	3078350;3079563	3081675;3081675	+;+	3326	1898	1308	590	6312
Tb927.11.11500	Tb927_11_v5.1	3081948	3085076	+	3129	827	538	289	1381
Tb927.11.11510	Tb927_11_v5.1	3085295	3086464	+	1170	225	96	129	287
Tb927.11.11520	Tb927_11_v5.1	3086704	3087834	+	1131	344	206	138	501
Tb927.11.11530	Tb927_11_v5.1	3088152	3091114	+	2963	2688	1805	883	4269
Tb927.11.11550	Tb927_11_v5.1	3091235	3095946	+	4712	2578	1731	847	4120
Tb927.11.11560	Tb927_11_v5.1	3096397	3102036	+	5640	3460	2265	1195	5459
Tb927.11.11570	Tb927_11_v5.1	3102639	3105764	+	3126	1661	1326	335	4052
Tb927.11.11580	Tb927_11_v5.1	3105887	3108106	+	2220	2405	1353	1052	3421
Tb927.11.11590	Tb927_11_v5.1	3108256	3110408	+	2153	488	388	100	4465
Tb927.11.11600	Tb927_11_v5.1	3110556	3116660	+	6105	4815	3791	1024	8344
Tb927.11.11610	Tb927_11_v5.1	3117413	3119436	+	2024	807	530	277	1419
Tb927.11.11620	Tb927_11_v5.1	3119552	3121033	+	1482	736	546	190	2373
Tb927.11.11630	Tb927_11_v5.1	3121158	3121931	+	774	86	53	33	91
Tb927.11.11640	Tb927_11_v5.1	3122669	3125418	+	2750	886	602	284	2506
Tb927.11.11650	Tb927_11_v5.1	3125686	3128793	+	3108	1342	983	359	3948
Tb927.11.11660	Tb927_11_v5.1	3129233	3130332	+	1100	507	381	126	734
Tb927.11.11670	Tb927_11_v5.1	3130485	3132423	+	1939	785	600	185	2059
Tb927.11.11680	Tb927_11_v5.1	3132527	3135365	+	2839	304	285	19	1898
Tb927.11.11690	Tb927_11_v5.1	3135788	3138260	+	2473	566	505	61	2551
Tb927.11.11700	Tb927_11_v5.1	3138466	3140594	+	2129	929	804	125	2460
Tb927.11.11710	Tb927_11_v5.1	3141061	3142483	+	1423	420	244	176	590
