# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003742.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003742.1.all.q/CM03_E_G1_S4/counts.txt" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup.bam" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_F_plus_R.bam" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_WO.bam" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup.bam	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_F_plus_R.bam	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_WO.bam	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted.bam
Tb927.10.14840	Tb927_10_v5.1	3615154	3616108	-	955	909	653	256	1221
Tb927.10.14860	Tb927_10_v5.1	3624746	3627213	+	2468	547	391	156	1059
Tb927.10.14870	Tb927_10_v5.1	3627305	3629491	+	2187	417	236	181	511
Tb927.10.14880	Tb927_10_v5.1	3629653	3632919	+	3267	1723	1163	560	3941
Tb927.10.14890	Tb927_10_v5.1	3633026	3637073	+	4048	629	484	145	2276
Tb927.10.14900	Tb927_10_v5.1	3637230	3641081	+	3852	846	671	175	4402
Tb927.10.14910	Tb927_10_v5.1	3641875	3643739	+	1865	1699	1247	452	3996
Tb927.10.14920	Tb927_10_v5.1	3644343	3648355	+	4013	1596	1358	238	2988
Tb927.10.14930	Tb927_10_v5.1	3648503	3653332	+	4830	1072	894	178	2764
Tb927.10.14950	Tb927_10_v5.1	3654303	3655915	+	1613	778	563	215	1242
Tb927.10.14960	Tb927_10_v5.1	3656110	3656964	+	855	410	387	23	1118
Tb927.10.14980	Tb927_10_v5.1	3658690	3662424	+	3735	615	522	93	1387
Tb927.10.14990	Tb927_10_v5.1	3662580	3665976	+	3397	533	453	80	983
Tb927.10.15000	Tb927_10_v5.1	3666104	3667530	+	1427	1578	887	691	2147
Tb927.10.15010	Tb927_10_v5.1	3668176	3669836	+	1661	1808	1219	589	2378
Tb10.NT.166	Tb927_10_v5.1	3669984	3670245	+	262	63	0	63	63
Tb927.10.15020	Tb927_10_v5.1	3670372	3675256	+	4885	1939	1513	426	5478
Tb927.10.15033	Tb927_10_v5.1	3676070	3676815	+	746	40	40	0	388
Tb927.10.15040	Tb927_10_v5.1	3677008	3682701	+	5694	1264	1077	187	4915
Tb927.10.15080	Tb927_10_v5.1	3682930	3687870	+	4941	259	216	43	1365
Tb927.10.15090	Tb927_10_v5.1	3688248	3689330	+	1083	276	230	46	990
Tb927.10.15100	Tb927_10_v5.1	3689441	3690538	+	1098	34	31	3	604
Tb927.10.15110	Tb927_10_v5.1	3690649	3691394	+	746	12	8	4	32
Tb927.10.15120	Tb927_10_v5.1	3691777	3692361	+	585	118	113	5	196
Tb10.NT.168	Tb927_10_v5.1	3692482	3692666	+	185	48	38	10	55
Tb927.10.15130	Tb927_10_v5.1	3692788	3694045	+	1258	1430	992	438	2383
Tb927.10.15140	Tb927_10_v5.1	3694161	3694939	+	779	237	199	38	698
Tb927.10.15150	Tb927_10_v5.1	3695115	3695903	+	789	547	334	213	630
Tb927.10.15160	Tb927_10_v5.1	3696011	3698900	+	2890	3201	1823	1378	11452
Tb927.10.15170	Tb927_10_v5.1	3699356	3701557	+	2202	1378	1115	263	5273
Tb927.10.15180	Tb927_10_v5.1	3702123	3704103	+	1981	1094	701	393	4715
Tb927.10.15190	Tb927_10_v5.1	3704248	3706624	+	2377	1776	1543	233	4754
Tb927.10.15200	Tb927_10_v5.1	3706765	3707862	+	1098	1139	861	278	2137
Tb927.10.15210	Tb927_10_v5.1	3708182	3709339	+	1158	1106	912	194	1738
Tb927.10.15220	Tb927_10_v5.1	3709753	3710782	+	1030	727	306	421	805
Tb927.10.15230	Tb927_10_v5.1	3710922	3712410	+	1489	784	637	147	3225
Tb927.10.15240	Tb927_10_v5.1	3712529	3716238	+	3710	1206	900	306	3133
Tb927.10.15250	Tb927_10_v5.1	3716553	3719436	+	2884	38	29	9	52
Tb10.NT.169	Tb927_10_v5.1	3719566	3719898	+	333	11	11	0	12
Tb927.10.15260	Tb927_10_v5.1	3719997	3722278	+	2282	39	37	2	46
Tb927.10.15270	Tb927_10_v5.1	3724506	3725725	+	1220	1012	579	433	1326
Tb927.10.15280	Tb927_10_v5.1	3726410	3730606	+	4197	662	559	103	1147
Tb927.10.15290	Tb927_10_v5.1	3730781	3737041	+	6261	3124	1994	1130	5520
Tb927.10.15300	Tb927_10_v5.1	3737590	3745027	+	7438	2279	1733	546	4853
Tb927.10.15310	Tb927_10_v5.1	3744070	3752626	+	8557	1278	1102	176	4165
Tb927.10.15320	Tb927_10_v5.1	3752175	3753239	+	1065	429	345	84	1087
Tb927.10.15330	Tb927_10_v5.1	3753414	3755298	+	1885	317	268	49	1020
Tb927.10.15340	Tb927_10_v5.1	3756566	3757796	+	1231	111	104	7	802
Tb927.10.15350	Tb927_10_v5.1	3757467	3762995	+	5529	489	439	50	1555
Tb927.10.15360	Tb927_10_v5.1	3762873	3768911	+	6039	2325	1794	531	5203
Tb927.10.15370	Tb927_10_v5.1	3769592	3771587	+	1996	431	346	85	1041
Tb927.10.15380	Tb927_10_v5.1	3771819	3772990	+	1172	177	160	17	564
Tb927.10.15390	Tb927_10_v5.1	3773589	3779396	+	5808	1612	1062	550	2443
Tb927.10.15400	Tb927_10_v5.1	3779524	3784693	+	5170	2326	1615	711	7560
Tb927.10.15410	Tb927_10_v5.1	3785915	3788106	+	2192	727	479	248	1889
Tb927.10.15420	Tb927_10_v5.1	3788452	3789824	+	1373	1077	968	109	2155
Tb927.10.15430	Tb927_10_v5.1	3790202	3792001	+	1800	1078	720	358	1855
Tb927.10.15440	Tb927_10_v5.1	3792606	3794443	+	1838	1092	725	367	1683
Tb927.10.15450	Tb927_10_v5.1	3794579	3796194	+	1616	2375	1691	684	4581
Tb927.10.15460	Tb927_10_v5.1	3796993	3798626	+	1634	644	562	82	876
Tb927.10.15470	Tb927_10_v5.1	3799026	3800556	+	1531	481	357	124	796
Tb927.10.15480	Tb927_10_v5.1	3800927	3802795	+	1869	718	622	96	1529
Tb927.10.15490	Tb927_10_v5.1	3802963	3804829	+	1867	1797	1209	588	3105
Tb927.10.15500	Tb927_10_v5.1	3805035	3805786	+	752	483	268	215	868
Tb927.10.15510	Tb927_10_v5.1	3806253	3807526	+	1274	563	525	38	3040
Tb927.10.15520	Tb927_10_v5.1	3807636	3809821	+	2186	1920	1081	839	6806
Tb927.10.15530	Tb927_10_v5.1	3810360	3812802	+	2443	2015	1222	793	3367
Tb927.10.15540	Tb927_10_v5.1	3813842	3816855	+	3014	2684	1821	863	5993
Tb927.10.15550	Tb927_10_v5.1	3816987	3820730	+	3744	2770	1834	936	6713
Tb927.10.15570	Tb927_10_v5.1	3821329	3823254	+	1926	557	468	89	2210
Tb927.10.15580	Tb927_10_v5.1	3823383	3824258	+	876	113	106	7	189
Tb927.10.15590	Tb927_10_v5.1	3824495	3825565	+	1071	536	343	193	786
Tb927.10.15600	Tb927_10_v5.1	3825706	3827628	+	1923	1282	940	342	2579
Tb927.10.15610	Tb927_10_v5.1	3827802	3830465	+	2664	1456	1058	398	2042
Tb927.10.15620	Tb927_10_v5.1	3830746	3833227	+	2482	485	425	60	3414
Tb927.10.15640	Tb927_10_v5.1	3833346	3836277	+	2932	2602	1751	851	5263
Tb927.10.15650	Tb927_10_v5.1	3836484	3838308	+	1825	596	392	204	723
Tb927.10.15660	Tb927_10_v5.1	3838718	3841595	+	2878	1064	854	210	3403
Tb927.10.15670	Tb927_10_v5.1	3842895	3845508	+	2614	847	703	144	1095
Tb927.10.15680	Tb927_10_v5.1	3845679	3853148	+	7470	2786	1909	877	5332
Tb927.10.15690	Tb927_10_v5.1	3853545	3854670	+	1126	576	361	215	1016
Tb927.10.15700	Tb927_10_v5.1	3854890	3865357	+	10468	5029	3837	1192	11476
Tb927.10.15710	Tb927_10_v5.1	3866339	3867665	+	1327	295	272	23	2411
Tb927.10.15720	Tb927_10_v5.1	3868830	3870992	+	2163	882	633	249	1504
Tb927.10.15730	Tb927_10_v5.1	3870993	3881676	+	10684	6717	4468	2249	15258
Tb927_10_v4.snoRNA.0074:snoRNA	Tb927_10_v5.1	3881842	3881946	+	105	10	3	7	12
Tb927_10_v4.snoRNA.0065:snoRNA	Tb927_10_v5.1	3881984	3882065	+	82	17	14	3	18
Tb927_10_v4.snoRNA.0005:snoRNA	Tb927_10_v5.1	3882260	3882358	+	99	15	12	3	15
Tb927_10_v4.snoRNA.0079:snoRNA	Tb927_10_v5.1	3882396	3882461	+	66	5	3	2	5
Tb927_10_v4.snoRNA.0068:snoRNA	Tb927_10_v5.1	3882478	3882588	+	111	15	15	0	19
Tb927_10_v4.snoRNA.0032:snoRNA	Tb927_10_v5.1	3882604	3882667	+	64	1	0	1	1
Tb927_10_v4.snoRNA.0011:snoRNA	Tb927_10_v5.1	3882683	3882783	+	101	130	114	16	183
Tb927_10_v4.snoRNA.0075:snoRNA	Tb927_10_v5.1	3883050	3883154	+	105	37	29	8	99
Tb927_10_v4.snoRNA.0066:snoRNA	Tb927_10_v5.1	3883192	3883273	+	82	10	7	3	10
Tb927_10_v4.snoRNA.0006:snoRNA	Tb927_10_v5.1	3883468	3883566	+	99	10	9	1	10
Tb927_10_v4.snoRNA.0080:snoRNA	Tb927_10_v5.1	3883604	3883669	+	66	2	1	1	2
Tb927_10_v4.snoRNA.0069:snoRNA	Tb927_10_v5.1	3883686	3883796	+	111	5	5	0	9
Tb927_10_v4.snoRNA.0033:snoRNA	Tb927_10_v5.1	3883812	3883875	+	64	1	1	0	1
Tb927_10_v4.snoRNA.0012:snoRNA	Tb927_10_v5.1	3883891	3883991	+	101	111	98	13	140
Tb927_10_v4.snoRNA.0076:snoRNA	Tb927_10_v5.1	3884258	3884362	+	105	48	26	22	112
Tb927_10_v4.snoRNA.0064:snoRNA	Tb927_10_v5.1	3884400	3884481	+	82	62	57	5	73
Tb927_10_v4.snoRNA.0007:snoRNA	Tb927_10_v5.1	3884676	3884774	+	99	14	11	3	14
Tb927_10_v4.snoRNA.0078:snoRNA	Tb927_10_v5.1	3884812	3884877	+	66	30	23	7	39
Tb927_10_v4.snoRNA.0070:snoRNA	Tb927_10_v5.1	3884894	3885004	+	111	26	26	0	45
Tb927_10_v4.snoRNA.0034:snoRNA	Tb927_10_v5.1	3885020	3885083	+	64	1	1	0	1
Tb927_10_v4.snoRNA.0013:snoRNA	Tb927_10_v5.1	3885099	3885199	+	101	77	68	9	110
Tb927_10_v4.snoRNA.0077:snoRNA	Tb927_10_v5.1	3885466	3885570	+	105	45	36	9	104
Tb927_10_v4.snoRNA.0067:snoRNA	Tb927_10_v5.1	3885608	3885689	+	82	16	12	4	16
Tb927_10_v4.snoRNA.0008:snoRNA	Tb927_10_v5.1	3885884	3885982	+	99	14	11	3	14
Tb927_10_v4.snoRNA.0081:snoRNA	Tb927_10_v5.1	3886020	3886085	+	66	1	1	0	1
Tb927_10_v4.snoRNA.0071:snoRNA	Tb927_10_v5.1	3886102	3886212	+	111	8	8	0	8
Tb927_10_v4.snoRNA.0035:snoRNA	Tb927_10_v5.1	3886228	3886291	+	64	0	0	0	0
Tb927_10_v4.snoRNA.0014:snoRNA	Tb927_10_v5.1	3886307	3886407	+	101	99	97	2	133
Tb10_snoRNA_0084:snoRNA	Tb927_10_v5.1	3886674	3886722	+	49	94	79	15	200
Tb927.10.15740	Tb927_10_v5.1	3886777	3888691	+	1915	927	698	229	4381
Tb927.10.15750	Tb927_10_v5.1	3888868	3894568	+	5701	1395	1066	329	6255
Tb927.10.15760	Tb927_10_v5.1	3895383	3897729	+	2347	7	5	2	56
Tb927.10.15770	Tb927_10_v5.1	3897867	3899566	+	1700	635	478	157	1210
Tb927.10.15780	Tb927_10_v5.1	3899692	3902170	+	2479	1119	971	148	1847
Tb927.10.15790	Tb927_10_v5.1	3902484	3903289	+	806	450	331	119	521
Tb927.10.15800	Tb927_10_v5.1	3903749	3905186	+	1438	350	341	9	617
Tb927.10.15810	Tb927_10_v5.1	3905317	3906090	+	774	426	376	50	843
Tb927.10.15820	Tb927_10_v5.1	3906428	3907240	+	813	864	647	217	2572
Tb927.10.15830	Tb927_10_v5.1	3907572	3908548	+	977	974	495	479	1276
Tb927.10.15840	Tb927_10_v5.1	3908748	3911369	+	2622	1923	1395	528	3795
Tb927.10.15850	Tb927_10_v5.1	3912241	3913689	+	1449	544	439	105	750
Tb927.10.15860	Tb927_10_v5.1	3914018	3914575	+	558	435	280	155	988
Tb927.10.15870	Tb927_10_v5.1	3914920	3915979	+	1060	404	315	89	477
Tb927.10.15880	Tb927_10_v5.1	3916078	3918526	+	2449	1042	676	366	2490
Tb927.10.15890	Tb927_10_v5.1	3919196	3920597	+	1402	1334	557	777	2264
Tb927.10.15900	Tb927_10_v5.1	3920788	3921639	+	852	16	10	6	16
Tb927.10.15910	Tb927_10_v5.1	3921867	3923880	+	2014	688	591	97	2897
Tb927.10.15920	Tb927_10_v5.1	3925291	3926593	+	1303	111	89	22	661
Tb927.10.15930	Tb927_10_v5.1	3927031	3928989	+	1959	240	233	7	1472
Tb927.10.15940	Tb927_10_v5.1	3929139	3930567	+	1429	1266	1052	214	1752
Tb927.10.15950	Tb927_10_v5.1	3931020	3931922	+	903	649	563	86	1666
Tb927.10.15960	Tb927_10_v5.1	3932330	3933782	+	1453	929	700	229	1481
Tb927.10.15970	Tb927_10_v5.1	3933935	3935658	+	1724	203	159	44	838
Tb927.10.15980	Tb927_10_v5.1	3935836	3936228	+	393	46	1	45	48
Tb927.10.15990	Tb927_10_v5.1	3936514	3938228	+	1715	1176	917	259	2717
Tb927.10.16000	Tb927_10_v5.1	3938581	3942413	+	3833	1224	935	289	2862
Tb927.10.16010	Tb927_10_v5.1	3943034	3947473	+	4440	1227	927	300	1951
Tb927.10.16020	Tb927_10_v5.1	3947614	3948731	+	1118	1345	857	488	2231
Tb927.10.16030	Tb927_10_v5.1	3948942	3950142	+	1201	795	612	183	1521
Tb927.10.16040	Tb927_10_v5.1	3950281	3952197	+	1917	378	269	109	556
Tb927.10.16050	Tb927_10_v5.1	3952329	3953167	+	839	216	188	28	2278
Tb927.10.16060	Tb927_10_v5.1	3953300	3953927	+	628	275	242	33	977
Tb927.10.16070	Tb927_10_v5.1	3954028	3954807	+	780	389	267	122	448
Tb927.10.16080	Tb927_10_v5.1	3955341	3956311	+	971	1140	754	386	1960
Tb927.10.16090	Tb927_10_v5.1	3956439	3958967	+	2529	665	444	221	2356
Tb927.10.16100	Tb927_10_v5.1	3959358	3960698	+	1341	314	232	82	402
Tb927.10.16110	Tb927_10_v5.1	3963044	3964320	+	1277	557	472	85	1603
Tb927.10.16120	Tb927_10_v5.1	3964899	3966910	+	2012	2485	1732	753	3879
Tb927.10.16125	Tb927_10_v5.1	3967616	3968668	+	1053	225	163	62	712
Tb927.10.16140	Tb927_10_v5.1	3968772	3969953	+	1182	532	389	143	2281
Tb927.10.16150	Tb927_10_v5.1	3970001	3972019	+	2019	706	538	168	871
Tb927.10.16160	Tb927_10_v5.1	3972165	3973100	+	936	218	171	47	284
Tb927.10.16170	Tb927_10_v5.1	3973230	3974155	+	926	11	9	2	32
Tb927.10.16180	Tb927_10_v5.1	3975308	3976478	+	1171	157	130	27	267
Tb927.10.16190	Tb927_10_v5.1	3977566	3981372	+	3807	1769	1456	313	5110
Tb10_rRNA_1:rRNA	Tb927_10_v5.1	3985946	3986117	+	172	240	177	63	283
Tb10_rRNA_2:rRNA	Tb927_10_v5.1	3986710	3988571	+	1862	2288	1726	562	2927
Tb927.10.16200	Tb927_10_v5.1	3988690	3991758	+	3069	1641	1259	382	2702
Tb927.10.16210	Tb927_10_v5.1	3992532	3993443	+	912	285	203	82	372
Tb927.10.16220	Tb927_10_v5.1	4004721	4006336	-	1616	68	60	8	112
Tb927.10.16230	Tb927_10_v5.1	4008140	4009603	-	1464	175	151	24	268
Tb927.10.16240	Tb927_10_v5.1	4011540	4019513	-	7974	3763	2886	877	5832
Tb927.10.16250	Tb927_10_v5.1	4021254	4022858	-	1605	567	467	100	1532
Tb927.10.16260	Tb927_10_v5.1	4023981	4024793	-	813	116	89	27	128
Tb927.10.16270	Tb927_10_v5.1	4027022	4027504	+	483	538	382	156	686
Tb927.10.16280	Tb927_10_v5.1	4028125	4029765	+	1641	376	300	76	467
Tb927.10.16290	Tb927_10_v5.1	4031718	4033115	+	1398	613	456	157	2071
Tb927.10.16300	Tb927_10_v5.1	4033833	4034288	+	456	189	141	48	209
Tb927.10.16310	Tb927_10_v5.1	4036922	4045087	+	8166	3261	2440	821	12119
Tb927.10.16320	Tb927_10_v5.1	4046330	4047574	-	1245	898	515	383	2287
Tb927.10.16330	Tb927_10_v5.1	4050208	4051604	+	1397	43	38	5	47
Tb927.10.16340	Tb927_10_v5.1	4052872	4053888	+	1017	57	36	21	68
Tb927.10.16350	Tb927_10_v5.1	4054376	4055896	+	1521	267	239	28	1042
Tb927.10.16360	Tb927_10_v5.1	4058913	4060490	+	1578	259	170	89	1383
Tb927.10.16370	Tb927_10_v5.1	4062713	4064628	+	1916	416	375	41	993
Tb927.10.16380	Tb927_10_v5.1	4066581	4067975	+	1395	218	187	31	476
Tb927.10.16390	Tb927_10_v5.1	4070196	4070879	+	684	276	222	54	364
Tb927.10.16400	Tb927_10_v5.1	4079740	4080657	+	918	12	6	6	13
Tb927.10.16410	Tb927_10_v5.1	4083381	4084715	+	1335	892	547	345	1440
Tb927.10.16420	Tb927_10_v5.1	4087026	4087586	+	561	1310	822	488	2262
Tb927.10.16430	Tb927_10_v5.1	4087714	4088436	+	723	187	137	50	560
Tb927.10.16440	Tb927_10_v5.1	4093206	4095707	+	2502	1130	719	411	2257
Tb927.10.16450	Tb927_10_v5.1	4096333	4097911	+	1579	197	156	41	2493
Tb927.10.16460	Tb927_10_v5.1	4099978	4101423	+	1446	256	191	65	319
Tb927.10.16470	Tb927_10_v5.1	4104396	4106033	+	1638	453	330	123	1180
Tb927.10.16480	Tb927_10_v5.1	4108321	4109811	+	1491	206	172	34	857
Tb927.10.16490	Tb927_10_v5.1	4111697	4113295	+	1599	261	188	73	313
Tb927.10.16500	Tb927_10_v5.1	4114619	4116157	+	1539	193	165	28	386
Tb927.10.16510	Tb927_10_v5.1	4117577	4118788	+	1212	349	301	48	1652
Tb927.10.16520	Tb927_10_v5.1	4120367	4121614	+	1248	474	377	97	679
Tb927.10.16530	Tb927_10_v5.1	4123286	4124853	+	1568	42	41	1	210
Tb927.10.16540	Tb927_10_v5.1	4134231	4135682	+	1452	140	120	20	154
Tb927.10.16550	Tb927_10_v5.1	4136870	4138545	+	1676	1658	1148	510	10787
Tb927.10.16560	Tb927_10_v5.1	4142515	4143966	+	1452	401	323	78	493
Tb927.11.100	Tb927_11_v5.1	2911	4369	-	1459	239	90	149	257
Tb927.11.105	Tb927_11_v5.1	6559	12246	-	5688	1175	922	253	3285
Tb927.11.110	Tb927_11_v5.1	13566	14216	-	651	0	0	0	0
Tb927.11.120	Tb927_11_v5.1	14917	19065	-	4149	1069	757	312	3810
Tb927.11.130	Tb927_11_v5.1	20124	24190	-	4067	198	132	66	352
Tb927.11.140	Tb927_11_v5.1	21233	28872	-	7640	3838	2706	1132	8260
Tb927.11.150	Tb927_11_v5.1	31850	35635	-	3786	4131	2950	1181	11305
Tb11.NT.1	Tb927_11_v5.1	35747	36183	-	437	365	217	148	416
Tb927.11.155	Tb927_11_v5.1	36322	36860	-	539	225	164	61	1168
Tb927.11.160	Tb927_11_v5.1	37006	37661	-	656	415	367	48	851
Tb927.11.164	Tb927_11_v5.1	37888	38215	-	328	256	215	41	1256
Tb927.11.167	Tb927_11_v5.1	38780	39264	-	485	186	175	11	534
Tb927.11.170	Tb927_11_v5.1	39433	40945	-	1513	1630	1482	148	6134
Tb927.11.180	Tb927_11_v5.1	41368	42258	-	891	2045	1208	837	3457
Tb927.11.190	Tb927_11_v5.1	42534	45079	-	2546	334	257	77	847
Tb927.11.200	Tb927_11_v5.1	45273	45794	-	522	186	137	49	2352
Tb927.11.210	Tb927_11_v5.1	45911	48264	-	2354	391	312	79	1236
Tb927.11.220	Tb927_11_v5.1	48524	49509	-	986	110	108	2	2021
Tb927.11.230	Tb927_11_v5.1	49683	52264	-	2582	1395	1017	378	2345
Tb927.11.240	Tb927_11_v5.1	52720	56028	-	3309	1717	1380	337	3756
Tb927.11.250	Tb927_11_v5.1	56566	57406	-	841	625	383	242	770
Tb927.11.260	Tb927_11_v5.1	57917	62239	-	4323	1249	1055	194	2558
Tb927.11.270	Tb927_11_v5.1	62818	63870	-	1053	625	534	91	1522
Tb927.11.280	Tb927_11_v5.1	63979	66101	-	2123	2700	1726	974	5295
Tb927.11.290	Tb927_11_v5.1	66667	67452	-	786	903	753	150	1526
Tb927.11.300	Tb927_11_v5.1	67856	68415	-	560	186	134	52	373
Tb927.11.310	Tb927_11_v5.1	68539	71210	-	2672	1544	1165	379	2369
Tb927.11.320	Tb927_11_v5.1	73129	73636	-	508	132	54	78	140
Tb927.11.330	Tb927_11_v5.1	73789	77024	-	3236	3130	2484	646	8790
Tb927.11.340	Tb927_11_v5.1	77580	79778	-	2199	1630	1339	291	5723
Tb927.11.350	Tb927_11_v5.1	80228	82096	-	1869	731	457	274	1299
Tb927.11.360	Tb927_11_v5.1	82444	84252	-	1809	1208	825	383	2792
Tb927.11.365	Tb927_11_v5.1	84584	84873	-	290	182	182	0	2119
Tb927.11.370	Tb927_11_v5.1	85013	87771	-	2759	752	530	222	1678
Tb927.11.380	Tb927_11_v5.1	87872	88747	-	876	2	0	2	2
Tb927.11.390	Tb927_11_v5.1	88880	91950	-	3071	2657	1866	791	9104
Tb927.11.400	Tb927_11_v5.1	92093	93981	-	1889	1048	863	185	2859
Tb927.11.410	Tb927_11_v5.1	94110	94625	-	516	403	235	168	593
Tb927.11.420	Tb927_11_v5.1	94763	95681	-	919	589	462	127	1450
Tb927.11.430	Tb927_11_v5.1	95829	96903	-	1075	379	343	36	1442
Tb927.11.435	Tb927_11_v5.1	97050	97656	-	607	409	379	30	910
Tb927.11.440	Tb927_11_v5.1	97940	98900	-	961	2059	1210	849	3776
Tb927.11.450	Tb927_11_v5.1	99540	102465	-	2926	3233	2526	707	7466
Tb927.11.460	Tb927_11_v5.1	102990	106002	-	3013	1098	869	229	3575
Tb927.11.470	Tb927_11_v5.1	106016	108494	-	2479	1270	1061	209	3499
Tb927.11.480	Tb927_11_v5.1	108498	110059	-	1562	816	605	211	2557
Tb927.11.485	Tb927_11_v5.1	110339	111082	-	744	165	146	19	213
Tb927.11.490	Tb927_11_v5.1	111268	113053	-	1786	86	77	9	667
Tb927.11.500	Tb927_11_v5.1	113960	119707	-	5748	900	780	120	2814
Tb927.11.510	Tb927_11_v5.1	121401	128035	-	6635	1910	1537	373	3678
Tb927.11.520	Tb927_11_v5.1	127958	130142	-	2185	1677	1383	294	4927
Tb927.11.530	Tb927_11_v5.1	131153	134606	-	3454	1002	830	172	2046
Tb927.11.540	Tb927_11_v5.1;Tb927_11_v5.1	135394;135394	138517;137460	-;-	3124	1356	1201	155	4880
Tb927.11.550	Tb927_11_v5.1	137858	141186	-	3329	327	281	46	2158
Tb927.11.560	Tb927_11_v5.1	141301	143128	-	1828	963	842	121	4631
Tb927.11.570	Tb927_11_v5.1	143233	144163	-	931	529	469	60	1317
Tb927.11.580	Tb927_11_v5.1	144551	145122	-	572	671	586	85	2629
Tb927.11.590	Tb927_11_v5.1	145283	145979	-	697	703	496	207	1263
Tb927.11.600	Tb927_11_v5.1	146673	147270	-	598	700	565	135	2645
Tb927.11.610	Tb927_11_v5.1	148250	149251	-	1002	57	40	17	271
Tb927.11.620	Tb927_11_v5.1	149509	153462	-	3954	2618	1937	681	5963
Tb927.11.630	Tb927_11_v5.1	154047	158869	-	4823	1095	816	279	4277
Tb927.11.640	Tb927_11_v5.1	158972	160140	-	1169	952	648	304	1230
Tb927.11.650	Tb927_11_v5.1	160297	160811	-	515	54	50	4	428
Tb927.11.660	Tb927_11_v5.1	161017	162611	-	1595	1740	1267	473	6004
Tb927.11.665	Tb927_11_v5.1	162731	163402	-	672	591	522	69	3295
Tb927.11.670	Tb927_11_v5.1	163719	165482	-	1764	313	303	10	7242
Tb927.11.680	Tb927_11_v5.1	165631	166202	-	572	1	1	0	1
Tb927.11.690	Tb927_11_v5.1	166593	168725	-	2133	558	387	171	1266
Tb927.11.700	Tb927_11_v5.1	168831	170038	-	1208	408	345	63	692
Tb927.11.710	Tb927_11_v5.1	171039	172362	-	1324	746	642	104	1259
Tb927.11.715	Tb927_11_v5.1	172500	173659	-	1160	41	37	4	526
Tb927.11.720	Tb927_11_v5.1	173768	175002	-	1235	65	58	7	373
Tb927.11.730	Tb927_11_v5.1	176772	183188	+	6417	4278	2968	1310	8523
Tb927.11.740	Tb927_11_v5.1	184515	185145	+	631	80	56	24	86
Tb927.11.750	Tb927_11_v5.1	185244	188380	+	3137	3495	1502	1993	6621
Tb927.11.760	Tb927_11_v5.1	188614	192055	+	3442	765	600	165	3348
Tb927.11.770	Tb927_11_v5.1;Tb927_11_v5.1	192567;192800	194029;194029	+;+	1463	1203	912	291	2836
Tb927.11.780	Tb927_11_v5.1	194221	201206	+	6986	2311	1878	433	7822
Tb927.11.790	Tb927_11_v5.1	201139	202949	+	1811	645	415	230	2268
Tb927.11.800	Tb927_11_v5.1	203802	204467	+	666	214	194	20	665
Tb927.11.810	Tb927_11_v5.1	204805	207483	+	2679	2159	1605	554	6977
Tb927.11.820	Tb927_11_v5.1	207608	208931	+	1324	785	728	57	1642
Tb927.11.830	Tb927_11_v5.1	209109	211697	+	2589	1088	696	392	3725
Tb927.11.835	Tb927_11_v5.1	212815	213806	+	992	232	218	14	344
Tb927.11.840	Tb927_11_v5.1;Tb927_11_v5.1	213902;214204	217875;217875	+;+	3974	1251	1084	167	3147
Tb927.11.850	Tb927_11_v5.1	218048	219046	+	999	204	199	5	994
Tb927.11.860	Tb927_11_v5.1	219152	222185	+	3034	1589	1097	492	2766
Tb927.11.870	Tb927_11_v5.1	222585	224236	+	1652	1186	895	291	3460
Tb927.11.880	Tb927_11_v5.1	224466	225235	+	770	439	370	69	1023
Tb927.11.890	Tb927_11_v5.1	225706	229987	+	4282	2573	1868	705	5711
Tb927.11.900	Tb927_11_v5.1	230420	232490	+	2071	772	592	180	1315
Tb927.11.910	Tb927_11_v5.1	233006	236677	+	3672	2460	1644	816	7379
Tb927.11.920	Tb927_11_v5.1	236942	238407	+	1466	1022	483	539	1374
Tb927.11.930	Tb927_11_v5.1	238539	241799	+	3261	2967	1836	1131	4277
Tb927.11.940	Tb927_11_v5.1	241891	243063	+	1173	518	429	89	1938
Tb927.11.950	Tb927_11_v5.1	243432	246655	+	3224	205	175	30	1159
Tb927.11.960	Tb927_11_v5.1	246822	248807	+	1986	2319	1432	887	4848
Tb927.11.970	Tb927_11_v5.1	248937	249588	+	652	1285	723	562	2295
Tb927.11.980	Tb927_11_v5.1	249718	254406	+	4689	612	557	55	2025
Tb927.11.990	Tb927_11_v5.1	254960	257700	+	2741	509	355	154	5078
Tb927.11.1000	Tb927_11_v5.1	257981	258656	+	676	93	57	36	100
Tb927.11.1010	Tb927_11_v5.1	258773	260238	+	1466	675	520	155	2037
Tb927.11.1020	Tb927_11_v5.1	260420	262681	+	2262	925	727	198	2327
