# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003739.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/counts.txt" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_F_plus_R.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_WO.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_F_plus_R.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_WO.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted.bam
Tb927.11.14160	Tb927_11_v5.1	3749390	3751229	+	1840	206	196	10	311
Tb927.11.14165	Tb927_11_v5.1	3751382	3755124	+	3743	938	763	175	2157
Tb927.11.14170	Tb927_11_v5.1	3755604	3757607	+	2004	502	355	147	1658
Tb927.11.14180	Tb927_11_v5.1	3757734	3760921	+	3188	1186	1103	83	2582
Tb927.11.14190	Tb927_11_v5.1	3761069	3764339	+	3271	1953	1543	410	4173
Tb927.11.14200	Tb927_11_v5.1	3764520	3765358	+	839	178	138	40	228
Tb927.11.14210	Tb927_11_v5.1	3766789	3771167	+	4379	3013	2321	692	5605
Tb927.11.14220	Tb927_11_v5.1	3771742	3776285	+	4544	819	735	84	2297
Tb927.11.14230	Tb927_11_v5.1	3787347	3789360	+	2014	396	316	80	496
Tb927.11.14240	Tb927_11_v5.1	3789898	3793190	+	3293	3046	2498	548	12782
Tb927.11.14250	Tb927_11_v5.1	3793425	3795685	+	2261	2259	1432	827	9158
Tb927.11.14260	Tb927_11_v5.1	3795885	3797321	+	1437	635	551	84	1588
Tb927.11.14270	Tb927_11_v5.1	3797468	3800236	+	2769	1056	924	132	1783
Tb927.11.14280	Tb927_11_v5.1	3800430	3801218	+	789	162	119	43	177
Tb927.11.14290	Tb927_11_v5.1	3802171	3803412	+	1242	427	243	184	1938
Tb927.11.14300	Tb927_11_v5.1	3803540	3805591	+	2052	698	631	67	2180
Tb927.11.14310	Tb927_11_v5.1	3806033	3807084	+	1052	346	204	142	388
Tb927.11.14320	Tb927_11_v5.1	3807201	3808156	+	956	468	390	78	628
Tb11.NT.178	Tb927_11_v5.1	3808328	3808622	+	295	5	5	0	6
Tb927.11.14330	Tb927_11_v5.1	3808658	3813487	+	4830	1307	1103	204	2208
Tb927.11.14340	Tb927_11_v5.1	3814923	3818203	+	3281	1326	1054	272	2304
Tb927.11.14350	Tb927_11_v5.1	3819018	3820088	+	1071	567	498	69	1614
Tb927.11.14360	Tb927_11_v5.1	3820733	3822078	+	1346	616	538	78	952
Tb927.11.14370	Tb927_11_v5.1	3822186	3825887	+	3702	2292	1488	804	3481
Tb927.11.14380	Tb927_11_v5.1	3826013	3828148	+	2136	384	343	41	616
Tb927.11.14390	Tb927_11_v5.1	3828304	3829989	+	1686	614	525	89	787
Tb11.NT.179	Tb927_11_v5.1	3830137	3830407	+	271	18	17	1	20
Tb927.11.14400	Tb927_11_v5.1	3830475	3831532	+	1058	417	356	61	777
Tb927.11.14410	Tb927_11_v5.1	3832360	3835065	+	2706	1705	1310	395	3922
Tb927.11.14420	Tb927_11_v5.1	3835185	3836583	+	1399	304	245	59	754
Tb927.11.14430	Tb927_11_v5.1	3836751	3837866	+	1116	484	415	69	1883
Tb927.11.14440	Tb927_11_v5.1	3838003	3840492	+	2490	1232	879	353	3942
Tb927.11.14450	Tb927_11_v5.1	3840923	3843323	+	2401	1113	878	235	2952
Tb927.11.14460	Tb927_11_v5.1	3843820	3845228	+	1409	684	588	96	1324
Tb927.11.14470	Tb927_11_v5.1	3845517	3848198	+	2682	565	356	209	1003
Tb927.11.14480	Tb927_11_v5.1	3848342	3849821	+	1480	1556	1084	472	3450
Tb927.11.14490	Tb927_11_v5.1	3849996	3850852	+	857	991	691	300	4024
Tb927.11.14495	Tb927_11_v5.1	3850986	3851453	+	468	58	50	8	66
Tb927.11.14500	Tb927_11_v5.1	3851606	3853348	+	1743	186	167	19	539
Tb927.11.14510	Tb927_11_v5.1	3853440	3853937	-	498	0	0	0	0
Tb927.11.14520	Tb927_11_v5.1	3855020	3856023	+	1004	11	10	1	205
Tb927.11.14530	Tb927_11_v5.1	3856151	3858295	+	2145	610	490	120	1036
Tb927.11.14540	Tb927_11_v5.1	3858413	3860711	+	2299	399	305	94	604
Tb927.11.14550	Tb927_11_v5.1	3860927	3863286	+	2360	81	77	4	338
Tb927.11.14560	Tb927_11_v5.1	3863402	3867958	+	4557	3006	1961	1045	6425
Tb927.11.14570	Tb927_11_v5.1	3868126	3869650	+	1525	165	125	40	521
Tb927.11.14580	Tb927_11_v5.1	3869843	3871876	+	2034	699	664	35	2091
Tb927.11.14590	Tb927_11_v5.1	3872044	3874710	+	2667	501	450	51	903
Tb927.11.14595	Tb927_11_v5.1	3874832	3876916	+	2085	880	737	143	2688
Tb927.11.14600	Tb927_11_v5.1	3878462	3879693	+	1232	787	685	102	1257
Tb927.11.14610	Tb927_11_v5.1	3879813	3880933	+	1121	594	485	109	1936
Tb927.11.14620	Tb927_11_v5.1	3881030	3882411	+	1382	1457	1248	209	5802
Tb11.01.6240	Tb927_11_v5.1	3882531	3883913	+	1383	133	99	34	178
Tb11.01.6250	Tb927_11_v5.1	3884100	3887100	+	3001	2412	1984	428	5208
Tb927.11.14630	Tb927_11_v5.1	3887119	3891440	-	4322	1037	823	214	2520
Tb927.11.14640	Tb927_11_v5.1	3891828	3893681	-	1854	458	387	71	984
Tb927.11.14650	Tb927_11_v5.1	3893948	3897505	-	3558	1087	960	127	4346
Tb927.11.14660	Tb927_11_v5.1	3897762	3898240	-	479	149	32	117	559
Tb927.11.14670	Tb927_11_v5.1	3898325	3899028	-	704	618	417	201	2292
Tb927.11.14680	Tb927_11_v5.1	3899433	3908089	-	8657	4126	3142	984	9444
Tb927.11.14690	Tb927_11_v5.1	3908214	3909330	-	1117	13	10	3	93
Tb927.11.14700	Tb927_11_v5.1	3909474	3911287	-	1814	1325	1152	173	2906
Tb927.11.14705	Tb927_11_v5.1	3911447	3911851	-	405	1	0	1	1
Tb927.11.14710	Tb927_11_v5.1	3911978	3912781	-	804	191	186	5	1108
Tb927.11.14720	Tb927_11_v5.1	3912906	3914291	-	1386	82	77	5	334
Tb927.11.14730	Tb927_11_v5.1	3914489	3917180	-	2692	715	523	192	1613
Tb927.11.14740	Tb927_11_v5.1	3917293	3919492	-	2200	959	644	315	1076
Tb927.11.14750	Tb927_11_v5.1	3922681	3923959	-	1279	344	308	36	615
Tb927.11.14760	Tb927_11_v5.1	3924384	3926756	-	2373	504	425	79	1083
Tb927.11.14770	Tb927_11_v5.1	3926866	3928524	-	1659	391	344	47	1558
Tb927.11.14780	Tb927_11_v5.1	3928651	3931145	-	2495	566	453	113	1718
Tb927.11.14790	Tb927_11_v5.1;Tb927_11_v5.1	3931355;3931355	3934170;3934197	-;-	2843	171	158	13	1388
Tb927.11.14800	Tb927_11_v5.1	3934446	3936083	-	1638	1394	1004	390	2557
Tb927.11.14810	Tb927_11_v5.1	3936226	3937350	-	1125	37	33	4	123
Tb927.11.14820	Tb927_11_v5.1	3937708	3939977	-	2270	1161	929	232	2250
Tb927.11.14830	Tb927_11_v5.1	3940115	3941339	-	1225	834	669	165	2499
Tb927.11.14840	Tb927_11_v5.1	3941511	3943388	-	1878	601	520	81	1757
Tb927.11.14850	Tb927_11_v5.1	3944090	3946460	-	2371	1367	1175	192	2136
Tb927.11.14860	Tb927_11_v5.1	3946961	3948958	-	1998	4265	1406	2859	9931
Tb927.11.14870	Tb927_11_v5.1	3948928	3950260	-	1333	971	776	195	1630
Tb927.11.14880	Tb927_11_v5.1	3950399	3952555	-	2157	597	401	196	10217
Tb11.NT.185	Tb927_11_v5.1	3952678	3952945	-	268	186	144	42	340
Tb927.11.14890	Tb927_11_v5.1	3953252	3955426	-	2175	474	315	159	1098
Tb927.11.14900	Tb927_11_v5.1	3955591	3956721	-	1131	199	173	26	248
Tb927.11.14910	Tb927_11_v5.1	3956957	3959894	-	2938	413	381	32	2047
Tb927.11.14920	Tb927_11_v5.1	3960012	3971317	-	11306	2281	2025	256	6620
Tb927.11.14930	Tb927_11_v5.1	3971667	3974690	-	3024	1035	886	149	2310
Tb927.11.14940	Tb927_11_v5.1	3974829	3976728	-	1900	766	591	175	1740
Tb927.11.14950	Tb927_11_v5.1	3977047	3978823	-	1777	144	136	8	528
Tb927.11.14960	Tb927_11_v5.1	3978780	3982037	-	3258	629	601	28	3207
Tb927.11.14970	Tb927_11_v5.1	3982739	3985250	-	2512	521	445	76	3163
Tb927.11.14980	Tb927_11_v5.1	3985729	3987390	-	1662	172	100	72	198
Tb927.11.14990	Tb927_11_v5.1	3988190	3990058	-	1869	918	584	334	1788
Tb927.11.14995	Tb927_11_v5.1	3990270	3990734	-	465	386	282	104	704
Tb927.11.15000	Tb927_11_v5.1	3991350	3991946	-	597	451	376	75	880
Tb927.11.15010	Tb927_11_v5.1	3992052	3996106	-	4055	1616	1307	309	3714
Tb927.11.15020	Tb927_11_v5.1	3996305	3997476	-	1172	270	243	27	780
Tb927.11.15030	Tb927_11_v5.1	3997609	3999633	-	2025	819	698	121	1786
Tb927.11.15040	Tb927_11_v5.1	4000459	4002305	-	1847	1027	962	65	2241
Tb927.11.15050	Tb927_11_v5.1	4002497	4004348	-	1852	453	158	295	528
Tb927.11.15060	Tb927_11_v5.1;Tb927_11_v5.1	4004504;4004504	4005057;4005797	-;-	1294	158	146	12	195
Tb927.11.15070	Tb927_11_v5.1	4005174	4009381	-	4208	1047	811	236	4514
Tb927.11.15080	Tb927_11_v5.1	4009528	4010315	-	788	614	492	122	1004
Tb927.11.15090	Tb927_11_v5.1	4010561	4012521	-	1961	372	248	124	492
Tb927.11.15100	Tb927_11_v5.1	4012636	4016729	-	4094	515	490	25	2153
Tb927.11.15110	Tb927_11_v5.1	4017871	4019597	-	1727	664	418	246	1133
Tb927.11.15120	Tb927_11_v5.1	4021104	4023366	-	2263	249	210	39	519
Tb927.11.15130	Tb927_11_v5.1	4023873	4024954	-	1082	2334	1872	462	10658
Tb927.11.15140	Tb927_11_v5.1	4025217	4027689	-	2473	464	345	119	836
Tb927.11.15150	Tb927_11_v5.1	4027823	4029515	-	1693	85	70	15	383
Tb927.11.15160	Tb927_11_v5.1	4029450	4033595	-	4146	845	715	130	4348
Tb927.11.15170	Tb927_11_v5.1	4033763	4034958	-	1196	161	124	37	198
Tb927.11.15180	Tb927_11_v5.1	4035098	4035720	-	623	885	430	455	1193
Tb927.11.15190	Tb927_11_v5.1	4036112	4038176	-	2065	2322	1699	623	4022
Tb927.11.15200	Tb927_11_v5.1	4038469	4039561	-	1093	710	688	22	3468
Tb927.11.15210	Tb927_11_v5.1	4039681	4041209	-	1529	1408	1101	307	1758
Tb927.11.15220	Tb927_11_v5.1	4041643	4042579	-	937	521	401	120	683
Tb927.11.15230	Tb927_11_v5.1	4043050	4044308	-	1259	194	188	6	463
Tb927.11.15240	Tb927_11_v5.1	4046522	4047437	-	916	420	310	110	574
Tb927.11.15250	Tb927_11_v5.1	4047656	4049813	-	2158	3	1	2	3
Tb927.11.15255	Tb927_11_v5.1	4049927	4050446	-	520	332	307	25	468
Tb927.11.15270	Tb927_11_v5.1	4051735	4052595	-	861	63	47	16	69
Tb927.11.15280	Tb927_11_v5.1	4052803	4053910	-	1108	338	256	82	1364
Tb927.11.15290	Tb927_11_v5.1	4054022	4055116	-	1095	1058	888	170	3182
Tb927.11.15300	Tb927_11_v5.1	4055402	4056482	-	1081	906	712	194	1571
Tb927.11.15310	Tb927_11_v5.1	4056773	4059355	-	2583	1227	1135	92	2612
Tb927.11.15320	Tb927_11_v5.1	4059787	4062637	-	2851	1169	900	269	2062
Tb927.11.15330	Tb927_11_v5.1	4063355	4067412	-	4058	1399	1056	343	3274
Tb927.11.15340	Tb927_11_v5.1	4067845	4069874	-	2030	721	637	84	1801
Tb927.11.15350	Tb927_11_v5.1	4070018	4071112	-	1095	628	441	187	756
Tb927.11.15360	Tb927_11_v5.1	4071234	4072145	-	912	701	679	22	7041
Tb927.11.15370	Tb927_11_v5.1	4072262	4076775	-	4514	261	196	65	1562
Tb927.11.15375	Tb927_11_v5.1	4078601	4079014	-	414	33	30	3	33
Tb927.11.15380	Tb927_11_v5.1	4081076	4083478	-	2403	511	241	270	1127
Tb927.11.15390	Tb927_11_v5.1	4087464	4088650	-	1187	1115	783	332	1964
Tb927.11.15400	Tb927_11_v5.1	4089241	4092914	-	3674	2662	2050	612	4761
Tb11.NT.192	Tb927_11_v5.1	4093021	4093433	-	413	1	0	1	1
Tb927.11.15410	Tb927_11_v5.1	4094013	4095165	-	1153	255	193	62	508
Tb927.11.15420	Tb927_11_v5.1	4095291	4096258	-	968	239	177	62	560
Tb927.11.15430	Tb927_11_v5.1	4097248	4100253	-	3006	468	375	93	1961
Tb927.11.15440	Tb927_11_v5.1	4100399	4101261	-	863	386	316	70	1316
Tb927.11.15450	Tb927_11_v5.1	4101684	4108702	-	7019	12998	11025	1973	19565
Tb927.11.15460	Tb927_11_v5.1	4108809	4111656	-	2848	1348	1099	249	1920
Tb927.11.15470	Tb927_11_v5.1	4111938	4114062	-	2125	250	155	95	306
Tb927.11.15480	Tb927_11_v5.1	4114176	4115178	-	1003	172	141	31	284
Tb927.11.15490	Tb927_11_v5.1	4115407	4117704	-	2298	430	394	36	634
Tb927.11.15500	Tb927_11_v5.1	4118101	4119040	-	940	235	229	6	2920
Tb927.11.15510	Tb927_11_v5.1	4119283	4120610	-	1328	328	291	37	920
Tb927.11.15520	Tb927_11_v5.1	4120912	4123275	-	2364	852	592	260	1732
Tb927.11.15530	Tb927_11_v5.1	4123986	4125780	-	1795	387	267	120	464
Tb927.11.15540	Tb927_11_v5.1	4126064	4127989	-	1926	767	523	244	1705
Tb927.11.15550	Tb927_11_v5.1	4126688	4129850	-	3163	562	368	194	1124
Tb927.11.15560	Tb927_11_v5.1	4130449	4132180	-	1732	631	583	48	1148
Tb927.11.15570	Tb927_11_v5.1	4132292	4134392	-	2101	822	648	174	2461
Tb927.11.15580	Tb927_11_v5.1	4134517	4135916	-	1400	188	140	48	1100
Tb927.11.15590	Tb927_11_v5.1	4136223	4137148	-	926	685	477	208	1133
Tb927.11.15600	Tb927_11_v5.1	4137266	4139826	-	2561	657	575	82	1570
Tb927.11.15610	Tb927_11_v5.1	4139315	4143482	-	4168	1155	815	340	3149
Tb927.11.15620	Tb927_11_v5.1	4143599	4145734	-	2136	1269	1125	144	2888
Tb927.11.15630	Tb927_11_v5.1	4146051	4147246	-	1196	576	545	31	1325
Tb927.11.15640	Tb927_11_v5.1	4147472	4149193	-	1722	943	679	264	1279
Tb927.11.15650	Tb927_11_v5.1	4148929	4150610	-	1682	156	123	33	180
Tb927.11.15660	Tb927_11_v5.1	4150718	4152730	-	2013	110	63	47	114
Tb927.11.15675	Tb927_11_v5.1	4153204	4153478	-	275	0	0	0	0
Tb927.11.15680	Tb927_11_v5.1	4154179	4154818	-	640	199	150	49	238
Tb927.11.15690	Tb927_11_v5.1	4154767	4158276	-	3510	807	619	188	996
Tb927.11.15700	Tb927_11_v5.1	4158442	4159220	-	779	281	243	38	904
Tb927.11.15710	Tb927_11_v5.1	4159466	4161175	-	1710	580	516	64	1369
Tb927.11.15720	Tb927_11_v5.1	4163396	4164056	-	661	180	153	27	621
Tb927.11.15730	Tb927_11_v5.1	4164157	4166534	-	2378	776	667	109	1811
Tb927.11.15740	Tb927_11_v5.1	4166652	4168838	-	2187	799	518	281	2289
Tb927.11.15750	Tb927_11_v5.1	4169058	4173374	-	4317	1502	1003	499	2270
Tb927.11.15760	Tb927_11_v5.1	4173544	4175009	-	1466	12	8	4	13
Tb927.11.15770	Tb927_11_v5.1	4175155	4177024	-	1870	919	802	117	4007
Tb927.11.15780	Tb927_11_v5.1	4177904	4178317	-	414	0	0	0	0
Tb927.11.15790	Tb927_11_v5.1	4179122	4180572	-	1451	194	185	9	1085
Tb927.11.15800	Tb927_11_v5.1	4180878	4184168	-	3291	2525	1738	787	5516
Tb927.11.15810	Tb927_11_v5.1	4184763	4185851	-	1089	1011	769	242	2577
Tb927.11.15820	Tb927_11_v5.1	4186112	4187706	-	1595	488	358	130	755
Tb927.11.15830	Tb927_11_v5.1	4187883	4193047	-	5165	982	843	139	2703
Tb927.11.15840	Tb927_11_v5.1	4194125	4196461	-	2337	430	363	67	991
Tb927.11.15850	Tb927_11_v5.1	4196613	4199110	-	2498	1594	1156	438	4775
Tb927.11.15855	Tb927_11_v5.1	4199506	4199841	-	336	53	28	25	494
Tb927.11.15860	Tb927_11_v5.1	4200678	4203058	-	2381	408	360	48	1283
Tb927.11.15870	Tb927_11_v5.1	4203216	4205718	-	2503	561	470	91	2390
Tb927.11.15880	Tb927_11_v5.1	4205911	4206400	-	490	4	0	4	5
Tb927.11.15890	Tb927_11_v5.1	4206699	4209665	-	2967	1037	954	83	3204
Tb927.11.15900	Tb927_11_v5.1	4209821	4210311	-	491	97	96	1	1893
Tb927.11.15910	Tb927_11_v5.1	4210434	4212691	-	2258	1695	1334	361	4139
Tb927.11.15920	Tb927_11_v5.1	4212854	4213423	-	570	118	112	6	390
Tb927.11.15930	Tb927_11_v5.1	4213806	4214349	-	544	220	182	38	1338
Tb927.11.15940	Tb927_11_v5.1	4214799	4217807	-	3009	3651	2783	868	9464
Tb927.11.15950	Tb927_11_v5.1	4217975	4222293	-	4319	1044	860	184	2973
Tb927.11.15960	Tb927_11_v5.1	4223225	4224880	-	1656	172	148	24	569
Tb927.11.15970	Tb927_11_v5.1	4225823	4229661	-	3839	1908	1206	702	2719
Tb927.11.15980	Tb927_11_v5.1	4229980	4232957	-	2978	744	684	60	2297
Tb927.11.15990	Tb927_11_v5.1	4233095	4236926	-	3832	816	655	161	1372
Tb927.11.16000	Tb927_11_v5.1	4237044	4238265	-	1222	1387	945	442	2297
Tb927.11.16010	Tb927_11_v5.1	4238549	4243061	-	4513	1085	832	253	1690
Tb927.11.16020	Tb927_11_v5.1	4243200	4244825	-	1626	2261	1610	651	7197
Tb927.11.16030	Tb927_11_v5.1	4245537	4246925	-	1389	157	145	12	1037
Tb927.11.16040	Tb927_11_v5.1	4247046	4249205	-	2160	905	593	312	2288
Tb927.11.16050	Tb927_11_v5.1	4249305	4251290	-	1986	863	500	363	1143
Tb927.11.16060	Tb927_11_v5.1	4252014	4253667	-	1654	438	276	162	515
Tb927.11.16070	Tb927_11_v5.1	4253881	4255214	-	1334	49	42	7	55
Tb927.11.16080	Tb927_11_v5.1	4255347	4256741	-	1395	98	94	4	251
Tb927.11.16090	Tb927_11_v5.1	4256887	4260215	-	3329	1386	1260	126	5810
Tb927.11.16100	Tb927_11_v5.1	4260353	4264865	-	4513	1608	1339	269	6505
Tb927.11.16110	Tb927_11_v5.1	4264973	4267318	-	2346	2216	1890	326	6595
Tb927.11.16120	Tb927_11_v5.1	4269603	4271580	-	1978	1819	1290	529	3152
Tb927.11.16130	Tb927_11_v5.1	4271719	4272509	-	791	156	109	47	186
Tb927.11.16140	Tb927_11_v5.1	4272644	4275361	-	2718	414	271	143	2661
Tb927.11.16150	Tb927_11_v5.1	4277326	4277883	-	558	435	419	16	1277
Tb927.11.16160	Tb927_11_v5.1	4278014	4278637	-	624	164	99	65	183
Tb927.11.16170	Tb927_11_v5.1	4278731	4279487	-	757	94	49	45	100
Tb927.11.16180	Tb927_11_v5.1	4283382	4284096	+	715	377	352	25	1256
Tb927.11.16190	Tb927_11_v5.1	4285370	4288438	+	3069	1136	983	153	2170
Tb927.11.16200	Tb927_11_v5.1	4288421	4289832	-	1412	147	106	41	421
Tb927.11.16210	Tb927_11_v5.1	4290832	4293061	-	2230	2010	1559	451	3810
Tb927.11.16220	Tb927_11_v5.1	4293442	4294078	-	637	281	254	27	365
Tb927.11.16230	Tb927_11_v5.1	4294291	4297287	-	2997	1927	1365	562	3559
Tb927.11.16240	Tb927_11_v5.1	4297800	4301210	-	3411	1067	719	348	1793
Tb927.11.16250	Tb927_11_v5.1;Tb927_11_v5.1	4301330;4301330	4303220;4303262	-;-	1933	1235	639	596	2659
Tb927.11.16260	Tb927_11_v5.1	4303952	4317233	-	13282	6303	4384	1919	10078
Tb927.11.16270	Tb927_11_v5.1	4316590	4320081	-	3492	560	495	65	977
Tb927.11.16280	Tb927_11_v5.1	4320242	4321144	-	903	33	30	3	429
Tb927.11.16290	Tb927_11_v5.1	4321567	4322703	-	1137	290	276	14	455
Tb927.11.16300	Tb927_11_v5.1	4322842	4324160	-	1319	109	89	20	374
Tb927.11.16310	Tb927_11_v5.1	4324460	4328766	-	4307	1260	983	277	3977
Tb927.11.16320	Tb927_11_v5.1	4328895	4329957	-	1063	280	234	46	840
Tb927.11.16330	Tb927_11_v5.1	4330421	4333276	-	2856	1411	977	434	3338
Tb927.11.16340	Tb927_11_v5.1	4334423	4337959	-	3537	930	848	82	2108
Tb927.11.16350	Tb927_11_v5.1	4339324	4339887	-	564	166	150	16	183
Tb927.11.16360	Tb927_11_v5.1	4342633	4344955	-	2323	380	344	36	648
Tb927.11.16370	Tb927_11_v5.1	4345069	4347320	-	2252	656	511	145	2141
Tb927.11.16380	Tb927_11_v5.1	4347490	4348707	-	1218	142	93	49	147
Tb927.11.16390	Tb927_11_v5.1	4348675	4350621	-	1947	391	330	61	1429
Tb927.11.16400	Tb927_11_v5.1	4351100	4352738	-	1639	515	424	91	873
Tb11.NT.208	Tb927_11_v5.1	4352865	4353094	-	230	134	125	9	156
Tb927.11.16410	Tb927_11_v5.1	4353248	4354867	-	1620	640	557	83	1500
Tb927.11.16420	Tb927_11_v5.1	4355639	4356680	-	1042	174	137	37	411
Tb927.11.16430	Tb927_11_v5.1	4356967	4357454	-	488	207	177	30	385
Tb927.11.16440	Tb927_11_v5.1	4357794	4358510	-	717	52	42	10	95
Tb927.11.16450	Tb927_11_v5.1	4358608	4359392	-	785	53	49	4	64
Tb927.11.16460	Tb927_11_v5.1	4359509	4362031	-	2523	700	553	147	1553
Tb927.11.16470	Tb927_11_v5.1	4364475	4368962	-	4488	3515	2376	1139	7013
Tb927.11.16480	Tb927_11_v5.1	4368002	4370677	-	2676	735	638	97	2745
Tb927.11.16490	Tb927_11_v5.1	4371094	4372713	-	1620	978	793	185	1427
Tb927.11.16500	Tb927_11_v5.1	4372851	4374431	-	1581	1446	1021	425	2533
Tb11.NT.210	Tb927_11_v5.1	4374595	4374962	-	368	12	11	1	113
Tb927.11.16510	Tb927_11_v5.1	4375492	4376254	-	763	12	9	3	13
Tb927.11.16520	Tb927_11_v5.1	4376407	4377392	-	986	31	23	8	32
Tb927.11.16530	Tb927_11_v5.1	4377515	4381145	-	3631	1350	1029	321	2069
Tb927.11.16540	Tb927_11_v5.1	4381275	4382146	-	872	6	4	2	57
Tb927.11.16550	Tb927_11_v5.1	4384051	4397151	-	13101	1582	1248	334	5407
Tb927.11.16560	Tb927_11_v5.1	4397705	4400678	-	2974	1215	1094	121	4044
Tb927.11.16570	Tb927_11_v5.1	4400912	4402651	-	1740	447	406	41	3262
Tb927.11.16575	Tb927_11_v5.1	4402841	4403343	-	503	127	114	13	144
Tb927.11.16580	Tb927_11_v5.1	4403276	4405369	-	2094	880	729	151	1411
Tb927.11.16590	Tb927_11_v5.1	4405503	4407218	-	1716	444	417	27	2089
Tb927.11.16600	Tb927_11_v5.1	4407155	4408411	-	1257	195	148	47	525
Tb927.11.16610	Tb927_11_v5.1	4408608	4410841	-	2234	1872	1589	283	4653
Tb927.11.16615	Tb927_11_v5.1	4411699	4412594	-	896	7	2	5	7
Tb927.11.16620	Tb927_11_v5.1	4412871	4414704	-	1834	730	668	62	1377
Tb927.11.16630	Tb927_11_v5.1	4415264	4417646	-	2383	2117	1624	493	4629
Tb927.11.16640	Tb927_11_v5.1	4418692	4421079	-	2388	177	171	6	443
Tb927.11.16650	Tb927_11_v5.1	4421207	4424303	-	3097	1049	780	269	5141
Tb927.11.16660	Tb927_11_v5.1	4424433	4432687	-	8255	3689	2710	979	8728
Tb927.11.16670	Tb927_11_v5.1	4432818	4435061	-	2244	382	322	60	639
Tb927.11.16680	Tb927_11_v5.1	4435186	4437334	-	2149	633	441	192	4458
Tb927.11.16690	Tb927_11_v5.1	4437519	4440515	-	2997	1109	872	237	1669
Tb927.11.16700	Tb927_11_v5.1	4441632	4444577	-	2946	1283	1136	147	6048
Tb927.11.16710	Tb927_11_v5.1	4444816	4445626	-	811	151	143	8	170
Tb927.11.16720	Tb927_11_v5.1	4446942	4451015	-	4074	496	413	83	1068
Tb927.11.16730	Tb927_11_v5.1	4451979	4454198	-	2220	1062	890	172	2419
Tb927.11.16740	Tb927_11_v5.1	4454332	4456213	-	1882	1065	724	341	1477
Tb927.11.16750	Tb927_11_v5.1	4456600	4457619	-	1020	491	411	80	1028
Tb927.11.16760	Tb927_11_v5.1	4458569	4460256	-	1688	522	493	29	2518
Tb927.11.16770	Tb927_11_v5.1	4461862	4463017	-	1156	462	405	57	834
Tb927.11.16780	Tb927_11_v5.1	4463391	4466407	-	3017	964	855	109	1898
Tb927.11.16790	Tb927_11_v5.1	4467140	4470268	-	3129	620	274	346	1358
Tb927.11.16800	Tb927_11_v5.1	4470512	4473254	-	2743	2039	1570	469	3048
Tb927.11.16810	Tb927_11_v5.1	4473894	4476442	-	2549	1053	821	232	1759
Tb927.11.16820	Tb927_11_v5.1	4475931	4482905	-	6975	1193	1026	167	4691
Tb927.11.16830	Tb927_11_v5.1	4481848	4484803	-	2956	1230	1024	206	2208
Tb927.11.16840	Tb927_11_v5.1;Tb927_11_v5.1	4485205;4485205	4487956;4488628	-;-	3424	1069	806	263	2864
Tb927.11.16850	Tb927_11_v5.1	4488835	4491497	-	2663	1446	1086	360	5130
Tb927.11.16860	Tb927_11_v5.1	4491758	4493489	-	1732	622	531	91	1734
Tb927.11.16870	Tb927_11_v5.1	4494087	4494804	-	718	434	276	158	1155
Tb927.11.16880	Tb927_11_v5.1	4494906	4497076	-	2171	1480	1003	477	3627
Tb927.11.16890	Tb927_11_v5.1	4497834	4504343	-	6510	4307	3312	995	11581
Tb927.11.16900	Tb927_11_v5.1	4505395	4506797	-	1403	2442	1882	560	5580
Tb927.11.16910	Tb927_11_v5.1	4506960	4509698	-	2739	2116	1675	441	4219
Tb927.11.16915	Tb927_11_v5.1	4510276	4510433	-	158	41	38	3	43
Tb927.11.16920	Tb927_11_v5.1	4511295	4514071	-	2777	601	492	109	1359
Tb927.11.16930	Tb927_11_v5.1	4514556	4516762	-	2207	785	686	99	2727
Tb927.11.16940	Tb927_11_v5.1	4517575	4519914	-	2340	514	429	85	1492
Tb927.11.16950	Tb927_11_v5.1	4519944	4520422	-	479	13	6	7	13
Tb927.11.16960	Tb927_11_v5.1	4520695	4524348	-	3654	895	794	101	1854
Tb927.11.16970	Tb927_11_v5.1	4524454	4526930	-	2477	1299	963	336	2236
Tb927.11.16980	Tb927_11_v5.1	4527500	4528662	-	1163	515	337	178	683
Tb927.11.16990	Tb927_11_v5.1	4528567	4531050	-	2484	710	516	194	1210
Tb927.11.17000	Tb927_11_v5.1	4531326	4535361	-	4036	873	720	153	5650
Tb927.11.17010	Tb927_11_v5.1	4536824	4537341	-	518	262	234	28	556
