# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003738.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/counts.txt" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup.bam" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup_F_plus_R.bam" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup_WO.bam" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup.bam	/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup_F_plus_R.bam	/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup_WO.bam	/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted.bam
Tb927.11.16140	Tb927_11_v5.1	4272644	4275361	-	2718	547	378	169	1765
Tb927.11.16150	Tb927_11_v5.1	4277326	4277883	-	558	63	59	4	127
Tb927.11.16160	Tb927_11_v5.1	4278014	4278637	-	624	57	35	22	58
Tb927.11.16170	Tb927_11_v5.1	4278731	4279487	-	757	122	37	85	134
Tb927.11.16180	Tb927_11_v5.1	4283382	4284096	+	715	379	325	54	790
Tb927.11.16190	Tb927_11_v5.1	4285370	4288438	+	3069	1112	892	220	1961
Tb927.11.16200	Tb927_11_v5.1	4288421	4289832	-	1412	157	131	26	743
Tb927.11.16210	Tb927_11_v5.1	4290832	4293061	-	2230	2007	1414	593	3238
Tb927.11.16220	Tb927_11_v5.1	4293442	4294078	-	637	355	302	53	452
Tb927.11.16230	Tb927_11_v5.1	4294291	4297287	-	2997	1695	1152	543	2921
Tb927.11.16240	Tb927_11_v5.1	4297800	4301210	-	3411	777	536	241	1687
Tb927.11.16250	Tb927_11_v5.1;Tb927_11_v5.1	4301330;4301330	4303220;4303262	-;-	1933	937	539	398	1986
Tb927.11.16260	Tb927_11_v5.1	4303952	4317233	-	13282	7250	5307	1943	11417
Tb927.11.16270	Tb927_11_v5.1	4316590	4320081	-	3492	788	646	142	1326
Tb927.11.16280	Tb927_11_v5.1	4320242	4321144	-	903	50	45	5	516
Tb927.11.16290	Tb927_11_v5.1	4321567	4322703	-	1137	446	407	39	717
Tb927.11.16300	Tb927_11_v5.1	4322842	4324160	-	1319	455	344	111	1011
Tb927.11.16310	Tb927_11_v5.1	4324460	4328766	-	4307	1483	1133	350	6634
Tb927.11.16320	Tb927_11_v5.1	4328895	4329957	-	1063	312	219	93	893
Tb927.11.16330	Tb927_11_v5.1	4330421	4333276	-	2856	1668	1027	641	4510
Tb927.11.16340	Tb927_11_v5.1	4334423	4337959	-	3537	1260	1097	163	2644
Tb927.11.16350	Tb927_11_v5.1	4339324	4339887	-	564	890	584	306	1128
Tb927.11.16360	Tb927_11_v5.1	4342633	4344955	-	2323	405	382	23	825
Tb927.11.16370	Tb927_11_v5.1	4345069	4347320	-	2252	1145	544	601	1729
Tb927.11.16380	Tb927_11_v5.1	4347490	4348707	-	1218	376	208	168	734
Tb927.11.16390	Tb927_11_v5.1	4348675	4350621	-	1947	257	223	34	1142
Tb927.11.16400	Tb927_11_v5.1	4351100	4352738	-	1639	568	509	59	1338
Tb11.NT.208	Tb927_11_v5.1	4352865	4353094	-	230	124	77	47	137
Tb927.11.16410	Tb927_11_v5.1	4353248	4354867	-	1620	480	417	63	1339
Tb927.11.16420	Tb927_11_v5.1	4355639	4356680	-	1042	283	234	49	1111
Tb927.11.16430	Tb927_11_v5.1	4356967	4357454	-	488	435	360	75	942
Tb927.11.16440	Tb927_11_v5.1	4357794	4358510	-	717	282	261	21	590
Tb927.11.16450	Tb927_11_v5.1	4358608	4359392	-	785	139	117	22	155
Tb927.11.16460	Tb927_11_v5.1	4359509	4362031	-	2523	993	753	240	1807
Tb927.11.16470	Tb927_11_v5.1	4364475	4368962	-	4488	2335	1778	557	5915
Tb927.11.16480	Tb927_11_v5.1	4368002	4370677	-	2676	819	703	116	2938
Tb927.11.16490	Tb927_11_v5.1	4371094	4372713	-	1620	1217	881	336	2085
Tb927.11.16500	Tb927_11_v5.1	4372851	4374431	-	1581	1456	1028	428	2874
Tb11.NT.210	Tb927_11_v5.1	4374595	4374962	-	368	98	90	8	311
Tb927.11.16510	Tb927_11_v5.1	4375492	4376254	-	763	18	13	5	49
Tb927.11.16520	Tb927_11_v5.1	4376407	4377392	-	986	233	128	105	296
Tb927.11.16530	Tb927_11_v5.1	4377515	4381145	-	3631	1831	1273	558	3614
Tb927.11.16540	Tb927_11_v5.1	4381275	4382146	-	872	52	33	19	123
Tb927.11.16550	Tb927_11_v5.1	4384051	4397151	-	13101	1935	1516	419	5649
Tb927.11.16560	Tb927_11_v5.1	4397705	4400678	-	2974	1152	1012	140	3715
Tb927.11.16570	Tb927_11_v5.1	4400912	4402651	-	1740	385	306	79	2351
Tb927.11.16575	Tb927_11_v5.1	4402841	4403343	-	503	161	113	48	2542
Tb927.11.16580	Tb927_11_v5.1	4403276	4405369	-	2094	1165	964	201	2194
Tb927.11.16590	Tb927_11_v5.1	4405503	4407218	-	1716	476	434	42	1484
Tb927.11.16600	Tb927_11_v5.1	4407155	4408411	-	1257	143	106	37	435
Tb927.11.16610	Tb927_11_v5.1	4408608	4410841	-	2234	1949	1542	407	4549
Tb927.11.16615	Tb927_11_v5.1	4411699	4412594	-	896	17	8	9	17
Tb927.11.16620	Tb927_11_v5.1	4412871	4414704	-	1834	1212	1023	189	2610
Tb927.11.16630	Tb927_11_v5.1	4415264	4417646	-	2383	2213	1679	534	4706
Tb927.11.16640	Tb927_11_v5.1	4418692	4421079	-	2388	496	456	40	1061
Tb927.11.16650	Tb927_11_v5.1	4421207	4424303	-	3097	1124	873	251	6868
Tb927.11.16660	Tb927_11_v5.1	4424433	4432687	-	8255	4196	3008	1188	9124
Tb927.11.16670	Tb927_11_v5.1	4432818	4435061	-	2244	811	577	234	1006
Tb927.11.16680	Tb927_11_v5.1	4435186	4437334	-	2149	560	344	216	1878
Tb927.11.16690	Tb927_11_v5.1	4437519	4440515	-	2997	1194	976	218	2354
Tb927.11.16700	Tb927_11_v5.1	4441632	4444577	-	2946	1989	1572	417	10683
Tb927.11.16710	Tb927_11_v5.1	4444816	4445626	-	811	285	259	26	345
Tb927.11.16720	Tb927_11_v5.1	4446942	4451015	-	4074	852	646	206	1551
Tb927.11.16730	Tb927_11_v5.1	4451979	4454198	-	2220	1766	1453	313	2945
Tb927.11.16740	Tb927_11_v5.1	4454332	4456213	-	1882	877	517	360	1172
Tb927.11.16750	Tb927_11_v5.1	4456600	4457619	-	1020	672	558	114	1492
Tb927.11.16760	Tb927_11_v5.1	4458569	4460256	-	1688	290	263	27	959
Tb927.11.16770	Tb927_11_v5.1	4461862	4463017	-	1156	551	480	71	1161
Tb927.11.16780	Tb927_11_v5.1	4463391	4466407	-	3017	616	533	83	1629
Tb927.11.16790	Tb927_11_v5.1	4467140	4470268	-	3129	745	475	270	1290
Tb927.11.16800	Tb927_11_v5.1	4470512	4473254	-	2743	2620	1777	843	5195
Tb927.11.16810	Tb927_11_v5.1	4473894	4476442	-	2549	438	329	109	680
Tb927.11.16820	Tb927_11_v5.1	4475931	4482905	-	6975	1076	949	127	4383
Tb927.11.16830	Tb927_11_v5.1	4481848	4484803	-	2956	664	576	88	1770
Tb927.11.16840	Tb927_11_v5.1;Tb927_11_v5.1	4485205;4485205	4487956;4488628	-;-	3424	1323	963	360	2557
Tb927.11.16850	Tb927_11_v5.1	4488835	4491497	-	2663	1473	1033	440	5950
Tb927.11.16860	Tb927_11_v5.1	4491758	4493489	-	1732	1087	937	150	2407
Tb927.11.16870	Tb927_11_v5.1	4494087	4494804	-	718	324	241	83	1114
Tb927.11.16880	Tb927_11_v5.1	4494906	4497076	-	2171	1070	786	284	3495
Tb927.11.16890	Tb927_11_v5.1	4497834	4504343	-	6510	1900	1637	263	5436
Tb927.11.16900	Tb927_11_v5.1	4505395	4506797	-	1403	1201	1002	199	1837
Tb927.11.16910	Tb927_11_v5.1	4506960	4509698	-	2739	1951	1523	428	3558
Tb927.11.16915	Tb927_11_v5.1	4510276	4510433	-	158	124	110	14	187
Tb927.11.16920	Tb927_11_v5.1	4511295	4514071	-	2777	1121	836	285	2406
Tb927.11.16930	Tb927_11_v5.1	4514556	4516762	-	2207	1329	1022	307	3593
Tb927.11.16940	Tb927_11_v5.1	4517575	4519914	-	2340	704	562	142	1904
Tb927.11.16950	Tb927_11_v5.1	4519944	4520422	-	479	4	1	3	4
Tb927.11.16960	Tb927_11_v5.1	4520695	4524348	-	3654	1214	996	218	2513
Tb927.11.16970	Tb927_11_v5.1	4524454	4526930	-	2477	1862	1285	577	3648
Tb927.11.16980	Tb927_11_v5.1	4527500	4528662	-	1163	285	228	57	395
Tb927.11.16990	Tb927_11_v5.1	4528567	4531050	-	2484	880	649	231	1263
Tb927.11.17000	Tb927_11_v5.1	4531326	4535361	-	4036	230	197	33	1068
Tb927.11.17010	Tb927_11_v5.1	4536824	4537341	-	518	144	112	32	230
Tb927.11.17015	Tb927_11_v5.1	4537546	4537875	-	330	0	0	0	0
Tb927.11.17020	Tb927_11_v5.1	4538812	4541418	-	2607	614	558	56	1487
Tb927.11.17040	Tb927_11_v5.1	4549950	4555573	+	5624	3495	2146	1349	7459
Tb927.11.rRNA_1	Tb927_11_v5.1	4558359	4558530	+	172	301	252	49	455
Tb927.11.rRNA_2	Tb927_11_v5.1	4559123	4560629	+	1507	1127	912	215	1657
Tb927.11.17050	Tb927_11_v5.1	4565174	4565971	-	798	285	165	120	1615
Tb927.11.17060	Tb927_11_v5.1	4568681	4569520	-	840	267	197	70	315
Tb927.11.17070	Tb927_11_v5.1	4576896	4577822	-	927	128	118	10	386
Tb927.11.17080	Tb927_11_v5.1	4579852	4581216	-	1365	499	461	38	1272
Tb927.11.17090	Tb927_11_v5.1	4583260	4584219	-	960	25	23	2	45
Tb927.11.17100	Tb927_11_v5.1	4588373	4589179	+	807	259	224	35	439
Tb927.11.17110	Tb927_11_v5.1	4591225	4592637	+	1413	150	123	27	330
Tb927.11.17120	Tb927_11_v5.1	4595132	4596663	+	1532	148	98	50	358
Tb927.11.17130	Tb927_11_v5.1	4597915	4599296	+	1382	532	455	77	832
Tb927.11.17140	Tb927_11_v5.1	4606106	4607559	-	1454	162	95	67	170
Tb927.11.17150	Tb927_11_v5.1	4608703	4610302	-	1600	75	65	10	82
Tb927.11.17160	Tb927_11_v5.1	4611434	4611818	-	385	53	42	11	513
Tb927.11.17170	Tb927_11_v5.1	4614925	4616461	-	1537	66	51	15	174
Tb927.11.17180	Tb927_11_v5.1	4616627	4617650	-	1024	82	50	32	533
Tb927.11.17190	Tb927_11_v5.1	4621543	4622976	-	1434	268	264	4	1718
Tb927.11.17200	Tb927_11_v5.1	4624609	4624842	+	234	28	17	11	29
Tb927.11.17210	Tb927_11_v5.1	4625531	4626801	+	1271	78	72	6	90
Tb927.11.17220	Tb927_11_v5.1	4629366	4630710	+	1345	641	560	81	901
Tb927.11.17230	Tb927_11_v5.1	4633698	4634765	+	1068	65	22	43	66
Tb927.11.17240	Tb927_11_v5.1	4636042	4636498	+	457	145	131	14	183
Tb927.11.17250	Tb927_11_v5.1	4638045	4639512	+	1468	340	286	54	1135
Tb927.11.17260	Tb927_11_v5.1	4640150	4640394	+	245	9	6	3	9
Tb927.11.17270	Tb927_11_v5.1	4642527	4643780	+	1254	129	85	44	141
Tb927.11.17280	Tb927_11_v5.1	4645378	4646826	+	1449	903	633	270	1817
Tb927.11.17290	Tb927_11_v5.1	4648422	4649777	+	1356	292	281	11	873
Tb927.11.17300	Tb927_11_v5.1	4652265	4653095	+	831	227	188	39	259
Tb927.11.17310	Tb927_11_v5.1	4655350	4656399	+	1050	155	140	15	233
Tb927.11.17320	Tb927_11_v5.1	4656557	4658068	+	1512	106	97	9	158
Tb927.11.17330	Tb927_11_v5.1	4660296	4661768	+	1473	525	443	82	1089
Tb927.11.17340	Tb927_11_v5.1	4662909	4663947	+	1039	536	341	195	692
Tb927.11.17350	Tb927_11_v5.1	4664331	4665773	+	1443	311	252	59	343
Tb927.11.17360	Tb927_11_v5.1	4667616	4668941	+	1326	340	319	21	714
Tb927.11.17370	Tb927_11_v5.1	4670377	4671807	+	1431	53	39	14	55
Tb927.11.17380	Tb927_11_v5.1	4671907	4673007	-	1101	183	164	19	512
Tb927.11.17390	Tb927_11_v5.1	4674135	4675093	-	959	734	517	217	1282
Tb927.11.17400	Tb927_11_v5.1	4676145	4676642	-	498	771	394	377	1204
Tb927.11.17410	Tb927_11_v5.1	4677699	4678400	-	702	732	617	115	1866
Tb927.11.17420	Tb927_11_v5.1	4680212	4680665	-	454	142	106	36	176
Tb927.11.17430	Tb927_11_v5.1	4682049	4683638	-	1590	360	198	162	777
Tb927.11.17440	Tb927_11_v5.1	4683715	4685498	-	1784	312	257	55	1046
Tb927.11.17450	Tb927_11_v5.1	4687198	4690220	-	3023	624	529	95	2090
Tb927.11.17460	Tb927_11_v5.1	4690412	4696555	+	6144	1331	1032	299	2141
Tb927.11.17470	Tb927_11_v5.1	4697371	4697748	+	378	52	35	17	54
Tb927.11.17480	Tb927_11_v5.1	4700014	4700436	+	423	61	50	11	530
Tb927.11.17490	Tb927_11_v5.1	4703672	4704084	+	413	267	230	37	431
Tb927.11.17500	Tb927_11_v5.1	4707291	4708595	+	1305	372	346	26	766
Tb927.11.17510	Tb927_11_v5.1	4714773	4716336	-	1564	421	395	26	2483
Tb927.11.17520	Tb927_11_v5.1	4717871	4719374	-	1504	408	200	208	463
Tb927.11.17530	Tb927_11_v5.1	4721453	4722977	-	1525	85	70	15	103
Tb927.11.17540	Tb927_11_v5.1	4723378	4733659	-	10282	1824	1454	370	3043
Tb927.11.17550	Tb927_11_v5.1	4741712	4748138	+	6427	1618	1345	273	5421
Tb927.11.17560	Tb927_11_v5.1	4749294	4750364	+	1071	470	369	101	893
Tb927.11.17570	Tb927_11_v5.1	4752805	4754264	+	1460	161	116	45	803
Tb927.11.17580	Tb927_11_v5.1	4755967	4757645	+	1679	126	122	4	260
Tb927.11.17590	Tb927_11_v5.1	4758851	4760639	+	1789	340	265	75	1317
Tb927.11.17600	Tb927_11_v5.1	4762263	4763684	+	1422	589	428	161	860
Tb927.11.17610	Tb927_11_v5.1	4765010	4766343	+	1334	1737	1127	610	3324
Tb927.11.17620	Tb927_11_v5.1	4767730	4768215	+	486	75	33	42	76
Tb927.11.17630	Tb927_11_v5.1	4768519	4769841	+	1323	689	583	106	4792
Tb927.11.17640	Tb927_11_v5.1	4771148	4771351	+	204	658	488	170	1360
Tb927.11.17650	Tb927_11_v5.1	4772370	4773558	+	1189	211	130	81	1188
Tb927.11.17660	Tb927_11_v5.1	4778315	4779394	-	1080	67	45	22	115
Tb927.11.17670	Tb927_11_v5.1	4781327	4782643	-	1317	287	232	55	411
Tb927.11.17680	Tb927_11_v5.1	4783719	4785610	-	1892	708	463	245	1026
Tb927.11.17690	Tb927_11_v5.1	4786968	4787888	-	921	114	103	11	838
Tb927.11.17700	Tb927_11_v5.1	4789054	4790564	-	1511	90	45	45	641
Tb927.11.17710	Tb927_11_v5.1	4791289	4792925	-	1637	345	199	146	633
Tb927.11.17720	Tb927_11_v5.1	4793157	4794629	-	1473	159	128	31	1302
Tb927.11.17730	Tb927_11_v5.1	4796614	4797672	-	1059	1035	555	480	1500
Tb927.11.17740	Tb927_11_v5.1	4799368	4799836	-	469	105	53	52	114
Tb927.11.17750	Tb927_11_v5.1	4801298	4801576	-	279	6	4	2	12
Tb927.11.17760	Tb927_11_v5.1	4802227	4803585	-	1359	752	544	208	1256
Tb927.11.17770	Tb927_11_v5.1	4805592	4807049	-	1458	68	59	9	77
Tb927.11.17780	Tb927_11_v5.1	4810221	4810637	-	417	52	45	7	183
Tb927.11.17790	Tb927_11_v5.1	4812723	4815043	-	2321	586	479	107	3949
Tb927.11.17800	Tb927_11_v5.1	4817084	4818025	-	942	452	239	213	515
Tb927.11.17810	Tb927_11_v5.1	4820166	4821460	-	1295	504	400	104	1756
Tb927.11.17820	Tb927_11_v5.1	4822273	4828218	-	5946	698	633	65	1651
Tb927.11.17830	Tb927_11_v5.1	4828700	4829176	-	477	204	154	50	322
Tb927.11.17840	Tb927_11_v5.1	4830484	4832179	-	1696	1462	1075	387	2627
Tb927.11.17850	Tb927_11_v5.1	4834105	4835020	-	916	168	92	76	649
Tb927.11.17860	Tb927_11_v5.1	4841127	4842586	-	1460	998	745	253	2014
Tb927.11.17870	Tb927_11_v5.1	4844929	4846855	+	1927	385	316	69	819
Tb927.11.17880	Tb927_11_v5.1	4846019	4847134	+	1116	279	190	89	637
Tb927.11.17890	Tb927_11_v5.1	4848871	4853783	+	4913	1502	1227	275	3090
Tb927.11.17900	Tb927_11_v5.1	4854108	4854434	-	327	351	295	56	2236
Tb927.11.17910	Tb927_11_v5.1	4854601	4855474	-	874	1010	709	301	1482
Tb927.11.17920	Tb927_11_v5.1	4856420	4858098	-	1679	202	188	14	686
Tb927.11.17930	Tb927_11_v5.1	4859922	4861342	-	1421	162	149	13	300
Tb927.11.17940	Tb927_11_v5.1	4862450	4862866	-	417	315	301	14	671
Tb927.11.17950	Tb927_11_v5.1	4863412	4864799	-	1388	530	287	243	1422
Tb927.11.17960	Tb927_11_v5.1	4866255	4866989	-	735	46	43	3	67
Tb927.11.17970	Tb927_11_v5.1	4868271	4868489	-	219	0	0	0	0
Tb927.11.17980	Tb927_11_v5.1	4870365	4871863	-	1499	312	294	18	951
Tb927.11.17990	Tb927_11_v5.1	4872257	4873204	-	948	438	355	83	662
Tb927.11.18000	Tb927_11_v5.1	4874521	4875012	-	492	151	111	40	270
Tb927.11.18010	Tb927_11_v5.1	4876662	4877098	-	437	54	44	10	63
Tb927.11.18020	Tb927_11_v5.1	4878338	4878853	-	516	106	98	8	263
Tb927.11.18030	Tb927_11_v5.1	4880122	4880704	-	583	19	14	5	217
Tb927.11.18040	Tb927_11_v5.1	4885825	4886914	-	1090	493	361	132	590
Tb927.11.18050	Tb927_11_v5.1	4887632	4889302	-	1671	769	374	395	942
Tb927.11.18060	Tb927_11_v5.1	4890073	4891531	-	1459	329	260	69	506
Tb927.11.18070	Tb927_11_v5.1	4893321	4894546	-	1226	411	380	31	892
Tb927.11.18080	Tb927_11_v5.1	4896394	4897029	-	636	64	49	15	393
Tb927.11.18090	Tb927_11_v5.1	4899998	4901539	-	1542	149	145	4	470
Tb927.11.18100	Tb927_11_v5.1	4901729	4902805	-	1077	199	86	113	223
Tb927.11.18110	Tb927_11_v5.1	4903565	4904960	-	1396	623	468	155	842
Tb927.11.18120	Tb927_11_v5.1	4906250	4907622	-	1373	237	204	33	399
Tb927.11.18130	Tb927_11_v5.1	4907866	4908678	-	813	97	86	11	215
Tb927.11.18140	Tb927_11_v5.1	4910085	4910863	-	779	1065	741	324	1953
Tb927.11.18150	Tb927_11_v5.1	4912534	4916213	-	3680	485	346	139	1821
Tb927.11.18160	Tb927_11_v5.1	4916496	4919293	-	2798	877	712	165	2953
Tb927.11.18170	Tb927_11_v5.1	4925728	4927258	+	1531	830	663	167	1164
Tb927.11.18180	Tb927_11_v5.1	4928031	4928890	+	860	365	297	68	422
Tb927.11.18190	Tb927_11_v5.1	4929155	4930611	+	1457	555	258	297	948
Tb927.11.18210	Tb927_11_v5.1	4932119	4933734	+	1616	712	618	94	1625
Tb927.11.18220	Tb927_11_v5.1	4935629	4937140	+	1512	328	292	36	613
Tb927.11.18230	Tb927_11_v5.1	4938558	4939973	+	1416	513	418	95	623
Tb927.11.18240	Tb927_11_v5.1	4942117	4944697	+	2581	306	288	18	801
Tb927.11.18250	Tb927_11_v5.1	4944706	4956935	+	12230	4053	3126	927	7486
Tb927.11.18260	Tb927_11_v5.1	4966190	4967428	-	1239	226	196	30	630
Tb927.11.18270	Tb927_11_v5.1	4969184	4970182	-	999	210	183	27	687
Tb927.11.18280	Tb927_11_v5.1	4972411	4973688	-	1278	56	53	3	1989
Tb927.11.18290	Tb927_11_v5.1	4975602	4976303	-	702	45	45	0	266
Tb927.11.18300	Tb927_11_v5.1	4976446	4977276	-	831	530	311	219	773
Tb927.11.18310	Tb927_11_v5.1	4980243	4986431	-	6189	4412	2946	1466	6868
Tb927.11.18320	Tb927_11_v5.1	4988585	4989670	-	1086	19	18	1	27
Tb927.11.18330	Tb927_11_v5.1	4991410	4992894	-	1485	229	152	77	250
Tb927.11.18340	Tb927_11_v5.1	4994874	4996343	-	1470	250	221	29	447
Tb927.11.18350	Tb927_11_v5.1	4998049	4999548	-	1500	314	82	232	977
Tb927.11.18360	Tb927_11_v5.1	5007948	5009306	-	1359	459	376	83	783
Tb927.11.18370	Tb927_11_v5.1	5011631	5014070	-	2440	331	275	56	986
Tb927.11.18380	Tb927_11_v5.1	5016370	5018809	-	2440	356	307	49	994
Tb927.11.18390	Tb927_11_v5.1	5020448	5020801	-	354	13	13	0	221
Tb927.11.18400	Tb927_11_v5.1	5031048	5032094	-	1047	97	94	3	205
Tb927.11.18410	Tb927_11_v5.1	5034463	5035704	-	1242	444	229	215	1081
Tb927.11.18420	Tb927_11_v5.1	5039617	5041182	-	1566	237	206	31	413
Tb927.11.18430	Tb927_11_v5.1	5044060	5045625	-	1566	59	46	13	238
Tb927.11.18440	Tb927_11_v5.1	5048735	5050375	-	1641	53	37	16	520
Tb927.11.18450	Tb927_11_v5.1	5050720	5057455	-	6736	1384	864	520	3362
Tb927.11.18460	Tb927_11_v5.1	5059560	5064332	+	4773	1762	1239	523	2468
Tb927.11.18470	Tb927_11_v5.1	5067269	5068543	+	1275	204	146	58	270
Tb927.11.18480	Tb927_11_v5.1	5070704	5072290	+	1587	1168	733	435	1596
Tb927.11.18490	Tb927_11_v5.1	5073747	5074772	+	1026	39	33	6	44
Tb927.11.18500	Tb927_11_v5.1	5082133	5093502	-	11370	1274	939	335	1628
Tb927.11.18510	Tb927_11_v5.1	5089938	5097930	+	7993	848	764	84	3468
Tb927.11.18520	Tb927_11_v5.1	5101885	5102271	+	387	18	4	14	18
Tb927.11.18530	Tb927_11_v5.1	5104561	5105892	+	1332	116	90	26	207
Tb927.11.18540	Tb927_11_v5.1	5108933	5109799	+	867	925	620	305	1630
Tb927.11.18550	Tb927_11_v5.1	5111430	5112764	+	1335	93	83	10	213
Tb927.11.18560	Tb927_11_v5.1	5115577	5116874	+	1298	549	442	107	695
Tb927.11.18570	Tb927_11_v5.1	5119516	5120870	+	1355	67	47	20	76
Tb927.11.18580	Tb927_11_v5.1	5121239	5122741	+	1503	33	24	9	71
Tb927.11.18590	Tb927_11_v5.1	5125358	5126845	+	1488	389	230	159	906
Tb927.11.18600	Tb927_11_v5.1	5128840	5130296	+	1457	357	262	95	525
Tb927.11.18610	Tb927_11_v5.1	5130638	5133342	-	2705	1016	688	328	1337
Tb927.11.18620	Tb927_11_v5.1	5133509	5135006	+	1498	146	117	29	223
Tb927.11.18630	Tb927_11_v5.1	5136070	5139517	+	3448	1219	905	314	1930
Tb927.11.18640	Tb927_11_v5.1	5140125	5141603	+	1479	337	278	59	892
Tb11.1431	Tb927_11_v5.1	5189426	5190784	+	1359	467	384	83	969
Tb11.1441	Tb927_11_v5.1	5192695	5193162	+	468	13	9	4	226
Tb11.1451	Tb927_11_v5.1	5195189	5197453	+	2265	432	340	92	746
Tb11.v5.0111	Tb927_11_bin_v5.1	585	1622	-	1038	26	19	7	147
Tb11.v5.0112	Tb927_11_bin_v5.1	3375	4628	-	1254	797	642	155	1474
Tb11.v5.0113	Tb927_11_bin_v5.1	5851	7074	-	1224	907	451	456	1134
Tb11.v5.0114	Tb927_11_bin_v5.1	9589	10376	-	788	853	625	228	2511
Tb11.v5.0115	Tb927_11_bin_v5.1	12354	14521	-	2168	425	339	86	3758
Tb11.v5.0116	Tb927_11_bin_v5.1	19970	20686	-	717	194	77	117	441
Tb11.v5.0117	Tb927_11_bin_v5.1	21861	24699	-	2839	669	551	118	2958
Tb11.v5.0118	Tb927_11_bin_v5.1	24893	26455	-	1563	335	267	68	816
Tb11.v5.0119	Tb927_11_bin_v5.1	29061	30403	-	1343	112	102	10	296
Tb11.v5.0120	Tb927_11_bin_v5.1	31259	32635	-	1377	9	8	1	9
Tb11.v5.0121	Tb927_11_bin_v5.1	34929	35969	-	1041	174	165	9	319
Tb11.v5.0122	Tb927_11_bin_v5.1	36232	38794	-	2563	322	277	45	590
Tb11.v5.0123	Tb927_11_bin_v5.1	42557	43336	-	780	70	65	5	77
Tb11.v5.0124	Tb927_11_bin_v5.1	44438	45181	-	744	247	220	27	629
Tb11.v5.0125	Tb927_11_bin_v5.1	46340	47692	-	1353	36	33	3	160
Tb11.v5.0126	Tb927_11_bin_v5.1	48272	48649	-	378	13	7	6	16
Tb11.v5.0127	Tb927_11_bin_v5.1	50044	51618	-	1575	60	59	1	482
Tb11.v5.0128	Tb927_11_bin_v5.1	53607	54581	-	975	103	97	6	117
Tb11.v5.0129	Tb927_11_bin_v5.1	57630	70584	-	12955	2355	1918	437	4300
Tb11.v5.0130	Tb927_11_bin_v5.1	72335	73063	-	729	125	116	9	635
Tb11.v5.0131	Tb927_11_bin_v5.1	74915	76678	-	1764	111	102	9	189
Tb11.v5.0132	Tb927_11_bin_v5.1	82687	84490	-	1804	632	430	202	886
Tb11.v5.0133	Tb927_11_bin_v5.1	85747	87159	-	1413	222	93	129	845
Tb11.v5.0134	Tb927_11_bin_v5.1	89261	90648	-	1388	68	38	30	130
Tb11.v5.0135	Tb927_11_bin_v5.1	93504	94592	-	1089	156	74	82	170
Tb11.v5.0136	Tb927_11_bin_v5.1	96665	98113	-	1449	38	22	16	42
Tb11.v5.0137	Tb927_11_bin_v5.1	99913	101163	-	1251	177	159	18	347
Tb11.v5.0138	Tb927_11_bin_v5.1	103354	104730	-	1377	272	210	62	609
Tb11.v5.0139	Tb927_11_bin_v5.1	106726	108018	-	1293	105	62	43	110
Tb11.v5.0140	Tb927_11_bin_v5.1	109839	110974	-	1136	257	240	17	524
Tb11.v5.0141	Tb927_11_bin_v5.1	113871	114827	-	957	5	0	5	5
Tb11.v5.0142	Tb927_11_bin_v5.1	116400	117779	-	1380	236	170	66	320
Tb11.v5.0143	Tb927_11_bin_v5.1	119467	121441	-	1975	92	35	57	97
Tb11.v5.0144	Tb927_11_bin_v5.1	121615	123441	-	1827	103	99	4	175
Tb11.v5.0145	Tb927_11_bin_v5.1	124904	130849	-	5946	624	499	125	1261
Tb11.v5.0146	Tb927_11_bin_v5.1	127337	132707	-	5371	485	343	142	739
Tb11.v5.0147	Tb927_11_bin_v5.1	132973	135851	-	2879	627	470	157	2124
Tb11.v5.0148	Tb927_11_bin_v5.1	136122	139777	-	3656	1214	730	484	2343
Tb11.v5.0149	Tb927_11_bin_v5.1	140066	142775	-	2710	208	193	15	417
Tb11.v5.0150	Tb927_11_bin_v5.1	142443	147044	-	4602	843	688	155	2064
Tb11.v5.0151	Tb927_11_bin_v5.1	147757	149187	-	1431	358	313	45	1615
Tb11.v5.0152	Tb927_11_bin_v5.1	149312	158324	-	9013	2619	1801	818	4675
Tb11.v5.0153	Tb927_11_bin_v5.1	157405	160504	-	3100	783	685	98	1575
Tb11.v5.0154	Tb927_11_bin_v5.1	160623	164185	-	3563	662	564	98	1153
Tb11.v5.0155	Tb927_11_bin_v5.1	164304	166547	-	2244	677	523	154	1412
Tb11.v5.0156	Tb927_11_bin_v5.1	168512	170429	-	1918	384	347	37	859
