# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003737.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003737.1.all.q/CM03_D_LG_S3/counts.txt" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_F_plus_R.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_WO.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_F_plus_R.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_WO.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted.bam
Tb927_10_v4.snoRNA.0050:snoRNA	Tb927_10_v5.1	2785253	2785318	+	66	0	0	0	0
Tb927_10_v4.snoRNA.0023:snoRNA	Tb927_10_v5.1	2785336	2785405	+	70	0	0	0	0
Tb927_10_v4.snoRNA.0039:snoRNA	Tb927_10_v5.1	2785451	2785515	+	65	11	11	0	274
Tb927_10_v4.snoRNA.0026:snoRNA	Tb927_10_v5.1	2785549	2785644	+	96	0	0	0	0
Tb927_10_v4.snoRNA.0051:snoRNA	Tb927_10_v5.1	2785728	2785793	+	66	0	0	0	0
Tb927_10_v4.snoRNA.0024:snoRNA	Tb927_10_v5.1	2785811	2785880	+	70	0	0	0	0
Tb927_10_v4.snoRNA.0037:snoRNA	Tb927_10_v5.1	2785926	2785990	+	65	0	0	0	0
Tb927.10.11430	Tb927_10_v5.1	2786169	2787406	+	1238	0	0	0	0
Tb927.10.11440	Tb927_10_v5.1	2787519	2792351	+	4833	131	125	6	2509
Tb927.10.11450	Tb927_10_v5.1	2793889	2796375	+	2487	581	476	105	2504
Tb927.10.11460	Tb927_10_v5.1	2796944	2798490	+	1547	1015	615	400	1959
Tb927.10.11470	Tb927_10_v5.1	2799000	2803103	+	4104	3194	1671	1523	8056
Tb927.10.11480	Tb927_10_v5.1	2803408	2805362	+	1955	1368	390	978	4201
Tb927.10.11500	Tb927_10_v5.1	2805998	2807344	+	1347	1	0	1	1
Tb927.10.11510	Tb927_10_v5.1	2807584	2810430	+	2847	2154	936	1218	3795
Tb927.10.11520	Tb927_10_v5.1	2810556	2811407	+	852	0	0	0	0
Tb927.10.11530	Tb927_10_v5.1	2811586	2812238	+	653	1	1	0	1
Tb927.10.11540	Tb927_10_v5.1	2812348	2813211	+	864	2	2	0	9
Tb927.10.11550	Tb927_10_v5.1	2813398	2815720	+	2323	0	0	0	0
Tb927.10.11560	Tb927_10_v5.1	2816690	2818043	+	1354	631	344	287	1690
Tb927.10.11570	Tb927_10_v5.1	2818276	2820599	+	2324	107	105	2	3000
Tb927.10.11580	Tb927_10_v5.1	2820722	2826858	+	6137	1026	543	483	6053
Tb927.10.11590	Tb927_10_v5.1	2827000	2828691	+	1692	45	44	1	1753
Tb927.10.11600	Tb927_10_v5.1	2830093	2831896	+	1804	2587	1498	1089	11170
Tb927.10.11610	Tb927_10_v5.1	2832742	2833694	+	953	127	0	127	169
Tb927.10.11620	Tb927_10_v5.1	2833851	2837175	+	3325	1306	1040	266	5373
Tb927.10.11630	Tb927_10_v5.1	2837698	2844013	+	6316	3229	2074	1155	13198
Tb927.10.11640	Tb927_10_v5.1	2844685	2846817	+	2133	640	591	49	1434
Tb927.10.11650	Tb927_10_v5.1	2847194	2848717	+	1524	422	247	175	1529
Tb927.10.11660	Tb927_10_v5.1	2849885	2851378	+	1494	1	0	1	1
Tb927.10.11670	Tb927_10_v5.1	2851624	2852722	+	1099	42	42	0	1826
Tb927.10.11680	Tb927_10_v5.1	2853032	2856149	+	3118	1837	1033	804	4166
Tb927.10.11690	Tb927_10_v5.1	2857016	2858647	+	1632	3847	1404	2443	11445
Tb927.10.11700	Tb927_10_v5.1	2858993	2859849	+	857	1166	460	706	2100
Tb927.10.11710	Tb927_10_v5.1	2860162	2861226	+	1065	406	229	177	759
Tb927.10.11720	Tb927_10_v5.1	2861425	2863965	+	2541	420	396	24	2732
Tb927.10.11730	Tb927_10_v5.1	2864476	2866862	+	2387	2488	753	1735	3657
Tb927.10.11750	Tb927_10_v5.1	2867826	2868584	+	759	1242	610	632	3497
Tb927.10.11760	Tb927_10_v5.1	2869017	2875469	+	6453	261	257	4	3162
Tb927.10.11770	Tb927_10_v5.1	2877143	2878417	+	1275	857	589	268	1959
Tb927.10.11780	Tb927_10_v5.1	2878539	2882661	+	4123	677	548	129	7222
Tb927.10.11800	Tb927_10_v5.1	2883014	2884874	+	1861	25	25	0	748
Tb927.10.11810	Tb927_10_v5.1	2884983	2887170	+	2188	250	211	39	692
Tb927.10.11820	Tb927_10_v5.1	2887322	2888920	+	1599	3432	857	2575	6875
Tb927.10.11830	Tb927_10_v5.1	2888776	2890691	+	1916	0	0	0	0
Tb927.10.11840	Tb927_10_v5.1	2890804	2892292	+	1489	1140	472	668	4560
Tb927.10.11850	Tb927_10_v5.1	2892716	2896075	+	3360	2164	1117	1047	11486
Tb927.10.11860	Tb927_10_v5.1	2896268	2898015	+	1748	615	271	344	1100
Tb927.10.11870	Tb927_10_v5.1	2898144	2899227	+	1084	418	381	37	859
Tb927.10.11880	Tb927_10_v5.1	2899690	2902563	+	2874	2063	975	1088	4833
Tb927.10.11890	Tb927_10_v5.1	2902733	2904010	+	1278	3	3	0	41
Tb927.10.11900	Tb927_10_v5.1	2904260	2904860	+	601	0	0	0	0
Tb927.10.11910	Tb927_10_v5.1	2905002	2906597	+	1596	90	83	7	121
Tb927.10.11920	Tb927_10_v5.1	2906856	2907436	+	581	1207	588	619	3002
Tb927.10.11930	Tb927_10_v5.1	2907570	2909199	+	1630	764	287	477	1381
Tb927.10.11940	Tb927_10_v5.1	2909458	2911918	+	2461	1022	250	772	1458
Tb927.10.11950	Tb927_10_v5.1	2912061	2913277	+	1217	544	311	233	1194
Tb927.10.11960	Tb927_10_v5.1	2913378	2914717	+	1340	619	357	262	3899
Tb927.10.11970	Tb927_10_v5.1	2914832	2917324	+	2493	2416	1051	1365	9222
Tb927.10.11980	Tb927_10_v5.1	2917528	2918540	+	1013	1057	939	118	2973
Tb927.10.11990	Tb927_10_v5.1	2918687	2919806	+	1120	604	217	387	820
Tb927.10.12000	Tb927_10_v5.1	2919583	2920741	+	1159	298	170	128	427
Tb927.10.12010	Tb927_10_v5.1	2920904	2921518	+	615	349	130	219	446
Tb927.10.12020	Tb927_10_v5.1	2921807	2923213	+	1407	638	395	243	2673
Tb927.10.12030	Tb927_10_v5.1	2923375	2927757	+	4383	1196	1053	143	3924
Tb927.10.12040	Tb927_10_v5.1	2928005	2929722	+	1718	2161	1640	521	4834
Tb927.10.12050	Tb927_10_v5.1	2931948	2932864	+	917	0	0	0	0
Tb927.10.12060	Tb927_10_v5.1	2936184	2940787	+	4604	1178	400	778	1530
Tb927.10.12070	Tb927_10_v5.1	2941443	2941883	+	441	671	481	190	1657
Tb927.10.12080	Tb927_10_v5.1	2942756	2944215	+	1460	4	4	0	85
Tb927.10.12090	Tb927_10_v5.1	2944944	2945818	+	875	933	224	709	1152
Tb927.10.12100	Tb927_10_v5.1	2945981	2946885	+	905	804	586	218	3972
Tb927.10.12110	Tb927_10_v5.1	2947070	2948505	+	1436	897	339	558	1703
Tb927.10.12120	Tb927_10_v5.1	2948616	2955216	+	6601	7370	3570	3800	17884
Tb927.10.12130	Tb927_10_v5.1	2956345	2959047	+	2703	388	269	119	1021
Tb927.10.12140	Tb927_10_v5.1	2959213	2961792	+	2580	1286	976	310	3752
Tb927.10.12150	Tb927_10_v5.1	2962184	2963555	+	1372	856	488	368	2950
Tb927.10.12160	Tb927_10_v5.1	2963744	2964965	+	1222	544	370	174	3030
Tb927.10.12170	Tb927_10_v5.1	2965288	2966502	+	1215	831	537	294	2326
Tb927.10.12180	Tb927_10_v5.1	2966617	2969315	+	2699	2	0	2	2
Tb927.10.12190	Tb927_10_v5.1	2969428	2970127	+	700	0	0	0	0
Tb927.10.12200	Tb927_10_v5.1	2970906	2971937	+	1032	855	290	565	2405
Tb927.10.12210	Tb927_10_v5.1	2971933	2972955	+	1023	744	569	175	2837
Tb927.10.12220	Tb927_10_v5.1	2973076	2974221	+	1146	191	171	20	2330
Tb927.10.12230	Tb927_10_v5.1	2974438	2975999	+	1562	688	596	92	3691
Tb927.10.12240	Tb927_10_v5.1	2976178	2977519	+	1342	0	0	0	0
Tb927.10.12250	Tb927_10_v5.1	2977681	2980070	+	2390	98	95	3	1624
Tb927.10.12260	Tb927_10_v5.1	2980232	2982213	+	1982	651	570	81	4074
Tb927.10.12270	Tb927_10_v5.1	2982321	2983646	+	1326	20	19	1	902
Tb927.10.12280	Tb927_10_v5.1	2983885	2984650	+	766	149	146	3	2191
Tb927.10.12290	Tb927_10_v5.1	2984629	2986212	-	1584	1067	617	450	2568
Tb927.10.12300	Tb927_10_v5.1	2986337	2987537	-	1201	869	449	420	1681
Tb927.10.12310	Tb927_10_v5.1	2987766	2990537	-	2772	773	514	259	4595
Tb927.10.12320	Tb927_10_v5.1	2990861	2992084	-	1224	3	0	3	3
Tb927.10.12330	Tb927_10_v5.1	2992262	2993063	-	802	246	197	49	483
Tb927.10.12340	Tb927_10_v5.1	2993234	2996078	-	2845	1505	735	770	3780
Tb927.10.12350	Tb927_10_v5.1	2996212	2997250	-	1039	26	25	1	36
Tb927.10.12360	Tb927_10_v5.1	2998695	2999357	-	663	326	325	1	1765
Tb927.10.12370	Tb927_10_v5.1	3000148	3002239	-	2092	615	396	219	4130
Tb927.10.12380	Tb927_10_v5.1	3002421	3004825	-	2405	4909	1489	3420	9991
Tb927.10.12390	Tb927_10_v5.1	3004351	3005948	-	1598	0	0	0	0
Tb927.10.12400	Tb927_10_v5.1	3006836	3008755	-	1920	2748	1510	1238	6553
Tb927.10.12410	Tb927_10_v5.1	3008905	3009826	-	922	178	167	11	1072
Tb927.10.12420	Tb927_10_v5.1	3009947	3010539	-	593	1	1	0	1
Tb927.10.12430	Tb927_10_v5.1	3010894	3013033	-	2140	791	579	212	1701
Tb927.10.12440	Tb927_10_v5.1	3013225	3015986	-	2762	827	375	452	1425
Tb927.10.12450	Tb927_10_v5.1	3016483	3017148	-	666	158	153	5	272
Tb927.10.12460	Tb927_10_v5.1	3017568	3018050	-	483	1	0	1	1
Tb927.10.12470	Tb927_10_v5.1	3018194	3020690	-	2497	58	58	0	522
Tb927.10.12480	Tb927_10_v5.1	3022198	3023315	-	1118	1390	872	518	5703
Tb927.10.12490	Tb927_10_v5.1	3023416	3027694	-	4279	348	228	120	761
Tb927.10.12500	Tb927_10_v5.1	3029815	3033722	-	3908	880	475	405	3587
Tb927.10.12510	Tb927_10_v5.1	3034609	3037434	-	2826	1713	987	726	4550
Tb927.10.12520	Tb927_10_v5.1	3037525	3040404	-	2880	1	0	1	1
Tb927.10.12530	Tb927_10_v5.1	3040566	3041176	-	611	0	0	0	0
Tb927.10.12540	Tb927_10_v5.1	3041875	3043045	-	1171	1488	512	976	2824
Tb927.10.12550	Tb927_10_v5.1	3044989	3045895	-	907	184	183	1	6190
Tb927.10.12560	Tb927_10_v5.1	3048059	3048421	+	363	0	0	0	0
Tb927.10.12570	Tb927_10_v5.1	3049384	3049722	-	339	0	0	0	0
Tb927.10.12580	Tb927_10_v5.1	3049737	3051258	+	1522	224	185	39	392
Tb927.10.12590	Tb927_10_v5.1	3050379	3054182	-	3804	548	418	130	2613
Tb927.10.12600	Tb927_10_v5.1	3054275	3056254	-	1980	610	191	419	778
Tb927.10.12610	Tb927_10_v5.1	3056653	3057280	-	628	1	0	1	1
Tb927.10.12620	Tb927_10_v5.1	3057476	3061269	-	3794	4774	1862	2912	17356
Tb927.10.12630	Tb927_10_v5.1	3061419	3062395	-	977	146	143	3	322
Tb927.10.12640	Tb927_10_v5.1	3062547	3065671	-	3125	1393	758	635	3697
Tb927.10.12650	Tb927_10_v5.1	3072261	3072854	-	594	0	0	0	0
Tb927.10.12660	Tb927_10_v5.1	3073130	3076108	-	2979	92	91	1	194
Tb927.10.12670	Tb927_10_v5.1	3076297	3080109	-	3813	66	63	3	89
Tb927.10.12680	Tb927_10_v5.1	3080272	3080906	-	635	0	0	0	0
Tb927.10.12690	Tb927_10_v5.1	3081226	3082315	-	1090	2	1	1	2
Tb927.10.12700	Tb927_10_v5.1	3083138	3084858	-	1721	274	217	57	797
Tb927.10.12710	Tb927_10_v5.1	3085028	3088116	-	3089	202	180	22	800
Tb927.10.12720	Tb927_10_v5.1	3088250	3091450	-	3201	6	6	0	133
Tb927.10.12730	Tb927_10_v5.1	3091598	3093650	-	2053	281	271	10	858
Tb927.10.12740	Tb927_10_v5.1	3092982	3095922	-	2941	41	41	0	1387
Tb927.10.12750	Tb927_10_v5.1	3095781	3097690	-	1910	399	395	4	3702
Tb927.10.12760	Tb927_10_v5.1	3100161	3101266	-	1106	987	661	326	4358
Tb927.10.12780	Tb927_10_v5.1	3101484	3104940	-	3457	1581	897	684	6640
Tb927.10.12800	Tb927_10_v5.1	3105595	3109935	-	4341	136	134	2	2552
Tb927.10.12810	Tb927_10_v5.1	3110825	3112445	-	1621	1441	925	516	3365
Tb927.10.12820	Tb927_10_v5.1	3114222	3117289	-	3068	440	411	29	3521
Tb927.10.12830	Tb927_10_v5.1;Tb927_10_v5.1	3117763;3117763	3118973;3118763	-;-	1211	1312	405	907	5305
Tb927.10.12840	Tb927_10_v5.1	3118985	3121240	-	2256	1331	1076	255	6869
Tb927.10.12850	Tb927_10_v5.1	3121168	3123224	-	2057	1	0	1	2
Tb927.10.12860	Tb927_10_v5.1	3123370	3125480	-	2111	9	7	2	9
Tb927.10.12870	Tb927_10_v5.1	3125602	3129768	-	4167	1307	517	790	6029
Tb927.10.12880	Tb927_10_v5.1	3130089	3131451	-	1363	1791	577	1214	4936
Tb927.10.12890	Tb927_10_v5.1	3132231	3134463	-	2233	1391	861	530	3217
Tb927.10.12900	Tb927_10_v5.1	3135001	3135489	-	489	101	97	4	223
Tb927.10.12910	Tb927_10_v5.1;Tb927_10_v5.1	3135616;3135616	3138503;3138786	-;-	3171	140	133	7	346
Tb927.10.12920	Tb927_10_v5.1	3139218	3142566	-	3349	568	471	97	2493
Tb927.10.12930	Tb927_10_v5.1	3143111	3143968	-	858	16	16	0	335
Tb927.10.12940	Tb927_10_v5.1	3145406	3146772	-	1367	576	421	155	1120
Tb927.10.12950	Tb927_10_v5.1	3146931	3149879	-	2949	255	247	8	606
Tb927.10.12960	Tb927_10_v5.1	3150028	3151107	-	1080	0	0	0	0
Tb927.10.12970	Tb927_10_v5.1	3151245	3152505	-	1261	6343	1706	4637	15280
Tb927.10.12980	Tb927_10_v5.1	3152650	3155251	-	2602	891	231	660	1274
Tb927.10.12990	Tb927_10_v5.1	3155477	3156392	-	916	314	297	17	1114
Tb927.10.13000	Tb927_10_v5.1	3156582	3158767	-	2186	0	0	0	0
Tb927.10.13010	Tb927_10_v5.1	3160717	3161901	-	1185	674	401	273	924
Tb927.10.13020	Tb927_10_v5.1	3162115	3164869	-	2755	1124	718	406	3594
Tb927.10.13030	Tb927_10_v5.1	3165002	3167359	-	2358	430	397	33	2263
Tb927.10.13040	Tb927_10_v5.1	3172064	3177271	+	5208	3030	1270	1760	5667
Tb927.10.13060	Tb927_10_v5.1	3176365	3180080	-	3716	1778	623	1155	2677
Tb927.10.13070	Tb927_10_v5.1	3181160	3184956	-	3797	6834	2426	4408	17762
Tb927.10.13080	Tb927_10_v5.1	3184959	3185886	-	928	395	317	78	842
Tb927.10.13090	Tb927_10_v5.1	3186497	3188307	-	1811	2270	1061	1209	7405
Tb927.10.13100	Tb927_10_v5.1	3188413	3190795	-	2383	883	425	458	1574
Tb927.10.13110	Tb927_10_v5.1	3191381	3191948	-	568	0	0	0	0
Tb927.10.13120	Tb927_10_v5.1	3191822	3193858	-	2037	0	0	0	0
Tb927.10.13130	Tb927_10_v5.1	3194030	3195933	-	1904	1538	749	789	6662
Tb927.10.13140	Tb927_10_v5.1	3196190	3196982	-	793	1	0	1	1
Tb927.10.13150	Tb927_10_v5.1	3197403	3200019	-	2617	1	0	1	1
Tb927.10.13160	Tb927_10_v5.1	3200304	3201948	-	1645	292	288	4	2243
Tb927.10.13170	Tb927_10_v5.1	3203261	3204322	-	1062	0	0	0	0
Tb927.10.13180	Tb927_10_v5.1	3204646	3208384	-	3739	780	629	151	8490
Tb927.10.13190	Tb927_10_v5.1	3208873	3210138	-	1266	1	1	0	2
Tb927.10.13200	Tb927_10_v5.1	3210289	3213116	-	2828	1442	679	763	2716
Tb927.10.13210	Tb927_10_v5.1	3213469	3215335	-	1867	642	482	160	2558
Tb927.10.13220	Tb927_10_v5.1	3215586	3218415	-	2830	5157	1921	3236	16886
Tb927.10.13230	Tb927_10_v5.1	3219514	3220901	-	1388	0	0	0	0
Tb927.10.13240	Tb927_10_v5.1	3221453	3223362	-	1910	2039	856	1183	7193
Tb927.10.13250	Tb927_10_v5.1	3223486	3230364	-	6879	8433	3594	4839	23959
Tb927.10.13260	Tb927_10_v5.1	3230549	3234637	-	4089	973	668	305	3377
Tb927.10.13270	Tb927_10_v5.1	3234925	3237852	-	2928	242	189	53	530
Tb927.10.13280	Tb927_10_v5.1	3238200	3246138	-	7939	6935	3298	3637	16480
Tb927.10.13290	Tb927_10_v5.1	3246300	3248011	-	1712	1231	292	939	3156
Tb927.10.13300	Tb927_10_v5.1	3248231	3249399	-	1169	0	0	0	0
Tb927.10.13310	Tb927_10_v5.1	3249511	3250727	-	1217	0	0	0	0
Tb927.10.13320	Tb927_10_v5.1	3250999	3251689	-	691	1	1	0	1
Tb927.10.13330	Tb927_10_v5.1	3251814	3257033	-	5220	124	84	40	1078
Tb927.10.13335	Tb927_10_v5.1	3257252	3257725	-	474	0	0	0	0
Tb927.10.13350	Tb927_10_v5.1	3257826	3261821	-	3996	1919	1201	718	5610
Tb927.10.13360	Tb927_10_v5.1	3262927	3264780	-	1854	0	0	0	0
Tb927.10.13370	Tb927_10_v5.1	3264901	3265790	-	890	27	25	2	1123
Tb927.10.13380	Tb927_10_v5.1	3265905	3268199	-	2295	1297	538	759	2225
Tb927_10_v4.snoRNA.0001:snoRNA	Tb927_10_v5.1	3268650	3268716	-	67	80	77	3	159
Tb927_10_v4.snoRNA.0060:snoRNA	Tb927_10_v5.1	3268770	3268865	-	96	81	39	42	114
Tb927_10_v4.snoRNA.0043:snoRNA	Tb927_10_v5.1	3268880	3268948	-	69	35	29	6	133
Tb927_10_v4.snoRNA.0015:snoRNA	Tb927_10_v5.1	3269036	3269115	-	80	85	71	14	139
Tb927_10_v4.snoRNA.0020:snoRNA	Tb927_10_v5.1	3269212	3269298	-	87	191	157	34	949
Tb10_snoRNA_0034:snoRNA	Tb927_10_v5.1	3269315	3269379	-	65	276	266	10	1096
Tb927.10.13390	Tb927_10_v5.1	3269884	3272427	-	2544	1650	610	1040	4234
Tb927.10.13400	Tb927_10_v5.1	3272560	3274045	-	1486	233	197	36	464
Tb927_10_v4.snoRNA.0009:snoRNA	Tb927_10_v5.1	3274312	3274397	-	86	0	0	0	0
Tb927_10_v4.snoRNA.0002:snoRNA	Tb927_10_v5.1	3274558	3274624	-	67	10	9	1	11
Tb927_10_v4.snoRNA.0061:snoRNA	Tb927_10_v5.1	3274678	3274773	-	96	109	2	107	386
Tb927_10_v4.snoRNA.0041:snoRNA	Tb927_10_v5.1	3274788	3274856	-	69	51	7	44	51
Tb927_10_v4.snoRNA.0016:snoRNA	Tb927_10_v5.1	3274944	3275023	-	80	51	25	26	67
Tb927_10_v4.snoRNA.0021:snoRNA	Tb927_10_v5.1	3275120	3275206	-	87	33	29	4	53
Tb10_snoRNA_0041:snoRNA	Tb927_10_v5.1	3275223	3275291	-	69	60	60	0	189
Tb927_10_v4.snoRNA.0031:snoRNA	Tb927_10_v5.1	3275428	3275504	-	77	73	0	73	74
Tb927_10_v4.snoRNA.0040:snoRNA	Tb927_10_v5.1	3275540	3275617	-	78	74	0	74	76
Tb927.10.13410	Tb927_10_v5.1	3275687	3276073	-	387	134	127	7	901
Tb927.10.13420	Tb927_10_v5.1	3276360	3277165	-	806	0	0	0	0
Tb927.10.13430	Tb927_10_v5.1	3277054	3279258	-	2205	252	222	30	1693
Tb927.10.13440	Tb927_10_v5.1	3279217	3281654	-	2438	6024	1993	4031	13144
Tb927.10.13450	Tb927_10_v5.1	3281746	3287271	-	5526	4840	2323	2517	12376
Tb927.10.13470	Tb927_10_v5.1	3288206	3290909	-	2704	6306	1450	4856	12081
Tb927.10.13480	Tb927_10_v5.1	3291242	3292719	-	1478	1	0	1	1
Tb927.10.13490	Tb927_10_v5.1	3292869	3295044	-	2176	540	414	126	4245
Tb927.10.13500	Tb927_10_v5.1	3295187	3296485	-	1299	209	200	9	650
Tb927.10.13510	Tb927_10_v5.1	3296746	3298688	-	1943	1630	626	1004	4183
Tb927.10.13513	Tb927_10_v5.1	3298808	3299447	-	640	0	0	0	0
Tb927.10.13517	Tb927_10_v5.1	3299553	3300102	-	550	0	0	0	0
Tb927.10.13520	Tb927_10_v5.1	3300538	3302639	-	2102	1476	292	1184	4680
Tb927.10.13530	Tb927_10_v5.1	3302977	3303454	+	478	353	322	31	1000
Tb927.10.13540	Tb927_10_v5.1	3304584	3305825	-	1242	79	75	4	153
Tb927.10.13550	Tb927_10_v5.1	3305941	3310895	-	4955	584	351	233	3031
Tb927.10.13560	Tb927_10_v5.1	3316146	3317597	-	1452	880	550	330	2478
Tb927.10.13570	Tb927_10_v5.1	3317751	3318778	-	1028	219	171	48	616
Tb927.10.13580	Tb927_10_v5.1	3318914	3320718	-	1805	878	661	217	1934
Tb927.10.13590	Tb927_10_v5.1	3320987	3323854	-	2868	3951	1896	2055	13042
Tb927.10.13600	Tb927_10_v5.1	3324053	3324766	-	714	176	2	174	1017
Tb927.10.13610	Tb927_10_v5.1	3324893	3327683	-	2791	4786	1020	3766	10091
Tb927.10.13620	Tb927_10_v5.1	3327821	3329825	-	2005	592	371	221	2351
Tb927.10.13630	Tb927_10_v5.1	3329739	3332858	-	3120	2326	844	1482	5745
Tb927.10.13640	Tb927_10_v5.1	3333289	3334669	-	1381	0	0	0	0
Tb927.10.13650	Tb927_10_v5.1	3335048	3335449	-	402	1	1	0	1
Tb927.10.13660	Tb927_10_v5.1	3335795	3338702	-	2908	1294	911	383	2831
Tb927.10.13670	Tb927_10_v5.1	3340081	3341523	-	1443	0	0	0	0
Tb927.10.13680	Tb927_10_v5.1	3342317	3344408	-	2092	6	5	1	65
Tb927_10_v4.snoRNA.0003:snoRNA	Tb927_10_v5.1	3344890	3344956	-	67	119	113	6	748
Tb927_10_v4.snoRNA.0062:snoRNA	Tb927_10_v5.1	3345010	3345105	-	96	92	42	50	138
Tb927_10_v4.snoRNA.0044:snoRNA	Tb927_10_v5.1	3345120	3345188	-	69	39	27	12	147
Tb927_10_v4.snoRNA.0017:snoRNA	Tb927_10_v5.1	3345276	3345355	-	80	67	35	32	82
Tb927_10_v4.snoRNA.0019:snoRNA	Tb927_10_v5.1	3345452	3345538	-	87	84	62	22	113
Tb10_snoRNA_0049:snoRNA	Tb927_10_v5.1	3345555	3345619	-	65	185	178	7	527
Tb927.10.13690	Tb927_10_v5.1	3346124	3348667	-	2544	1053	539	514	2941
Tb927.10.13700	Tb927_10_v5.1	3348781	3349732	-	952	1144	616	528	3214
Tb927.10.13710	Tb927_10_v5.1	3349879	3351259	-	1381	35	35	0	850
Tb927.10.13720	Tb927_10_v5.1	3351806	3352972	-	1167	1	0	1	1
Tb10.NT.148	Tb927_10_v5.1	3353042	3353384	-	343	46	45	1	59
Tb927.10.13730	Tb927_10_v5.1	3353676	3355052	-	1377	0	0	0	0
Tb927.10.13740	Tb927_10_v5.1	3356065	3358179	-	2115	372	343	29	892
Tb927.10.13750	Tb927_10_v5.1	3358389	3359313	-	925	86	72	14	101
Tb927.10.13760	Tb927_10_v5.1	3359570	3360363	-	794	288	115	173	329
Tb927.10.13770	Tb927_10_v5.1	3360530	3361557	-	1028	255	97	158	289
Tb927.10.13780	Tb927_10_v5.1	3361774	3366257	-	4484	3255	1215	2040	8032
Tb927.10.13790	Tb927_10_v5.1	3367889	3369991	-	2103	2600	1625	975	10847
Tb927.10.13800	Tb927_10_v5.1	3370127	3374065	-	3939	1308	818	490	6321
Tb927.10.13810	Tb927_10_v5.1	3374384	3374787	-	404	0	0	0	0
Tb927.10.13820	Tb927_10_v5.1	3375008	3376115	-	1108	780	241	539	1188
Tb927.10.13830	Tb927_10_v5.1	3376279	3378179	-	1901	2860	1250	1610	6575
Tb927.10.13840	Tb927_10_v5.1	3378565	3380403	-	1839	536	398	138	4323
Tb927.10.13850	Tb927_10_v5.1	3380834	3382087	-	1254	1481	708	773	5582
Tb927.10.13860	Tb927_10_v5.1	3382242	3383831	-	1590	0	0	0	0
Tb927.10.13870	Tb927_10_v5.1	3383988	3385694	-	1707	1024	865	159	7062
Tb927.10.13880	Tb927_10_v5.1	3385874	3389553	-	3680	1685	1266	419	8043
Tb927.10.13890	Tb927_10_v5.1	3389704	3392273	-	2570	206	196	10	425
Tb927.10.13900	Tb927_10_v5.1	3392424	3393980	-	1557	0	0	0	0
Tb927.10.13910	Tb927_10_v5.1	3394078	3395180	-	1103	289	195	94	321
Tb927.10.13920	Tb927_10_v5.1	3395306	3396850	-	1545	274	222	52	420
Tb927.10.13930	Tb927_10_v5.1	3396972	3398195	-	1224	699	493	206	1661
Tb927_10_v4.snoRNA.0010:snoRNA	Tb927_10_v5.1	3398462	3398547	-	86	0	0	0	0
Tb927_10_v4.snoRNA.0004:snoRNA	Tb927_10_v5.1	3398708	3398774	-	67	0	0	0	0
Tb927_10_v4.snoRNA.0063:snoRNA	Tb927_10_v5.1	3398828	3398923	-	96	0	0	0	0
Tb927_10_v4.snoRNA.0042:snoRNA	Tb927_10_v5.1	3398938	3399006	-	69	3	0	3	3
Tb927_10_v4.snoRNA.0018:snoRNA	Tb927_10_v5.1	3399094	3399173	-	80	3	1	2	3
Tb10_snoRNA_0055:snoRNA	Tb927_10_v5.1	3399270	3399335	-	66	0	0	0	0
Tb927.10.13950	Tb927_10_v5.1	3400291	3401080	-	790	176	167	9	513
Tb927.10.13960	Tb927_10_v5.1	3401176	3403296	-	2121	2	0	2	2
Tb927.10.13970	Tb927_10_v5.1	3403540	3404486	-	947	0	0	0	0
Tb927.10.13980	Tb927_10_v5.1	3404591	3405668	-	1078	0	0	0	0
Tb927.10.13990	Tb927_10_v5.1	3405784	3407070	-	1287	0	0	0	0
Tb927.10.14000	Tb927_10_v5.1	3407645	3412427	-	4783	4870	2737	2133	12941
Tb927.10.14010	Tb927_10_v5.1	3413812	3415774	-	1963	783	525	258	2326
Tb927.10.14020	Tb927_10_v5.1	3415897	3417433	-	1537	455	199	256	531
Tb927.10.14030	Tb927_10_v5.1	3417539	3419014	-	1476	1	0	1	1
Tb927.10.14040	Tb927_10_v5.1	3419122	3420423	-	1302	122	122	0	917
Tb927.10.14050	Tb927_10_v5.1	3420704	3421096	-	393	0	0	0	0
Tb927.10.14060	Tb927_10_v5.1	3422592	3425123	-	2532	2010	860	1150	4890
Tb927.10.14070	Tb927_10_v5.1	3425494	3426691	-	1198	552	260	292	1356
Tb927.10.14080	Tb927_10_v5.1	3426845	3427872	-	1028	108	108	0	393
Tb927.10.14090	Tb927_10_v5.1	3427982	3429869	-	1888	2175	983	1192	4041
